COD_ZONA,EMPREGO_EXTERNO_INTERNO,QTD
260,Trabalho Externo(*),2462.2346026622176
260,Trabalho Interno,6440.931883227138
261,Trabalho Externo(*),1096.6333357894887
261,Trabalho Interno,10921.719334298348
262,Trabalho Externo(*),6574.687334397244
262,Trabalho Interno,12717.182658782343
263,Trabalho Externo(*),2497.3889384312097
263,Trabalho Interno,12874.64022799648
264,Trabalho Externo(*),4378.306429670257
264,Trabalho Interno,17359.348126533136
265,Trabalho Externo(*),2144.9778391660575
265,Trabalho Interno,13711.406379219825
266,Trabalho Externo(*),1828.5398880372093
266,Trabalho Interno,4576.189726577766
267,Trabalho Externo(*),1187.6046080048554
267,Trabalho Interno,9061.921047774633
268,Trabalho Externo(*),86.85012360269019
268,Trabalho Interno,10979.915504214805
269,Trabalho Externo(*),1832.5674194230419
269,Trabalho Interno,16521.053351904073
270,Trabalho Externo(*),566.9681001881019
270,Trabalho Interno,9244.896885852264
271,Trabalho Externo(*),1364.3391072384256
271,Trabalho Interno,12061.755821144356
272,Trabalho Externo(*),1643.2725197299808
272,Trabalho Interno,11384.514905112836
273,Trabalho Externo(*),3584.4274637502926
273,Trabalho Interno,23493.223647972947
274,Trabalho Externo(*),3956.155440112229
274,Trabalho Interno,30433.18483699121
275,Trabalho Externo(*),2795.575691456584
275,Trabalho Interno,21592.177101849535
276,Trabalho Externo(*),3188.04390441752
276,Trabalho Interno,20203.085266034366
277,Trabalho Externo(*),3333.0422055079866
277,Trabalho Interno,22956.304490422743
278,Trabalho Externo(*),3577.8525618020435
278,Trabalho Interno,18088.514929379508
279,Trabalho Externo(*),1490.8219846434909
279,Trabalho Interno,16348.160124041126
280,Trabalho Externo(*),1791.4846508342978
280,Trabalho Interno,26375.978667521038
281,Trabalho Externo(*),3045.148195988876
281,Trabalho Interno,16425.186448823686
282,Trabalho Externo(*),1211.307903205129
282,Trabalho Interno,21591.19120178733
283,Trabalho Externo(*),705.1890458902876
283,Trabalho Interno,2983.8983959663137
284,Trabalho Externo(*),3439.8905463792316
284,Trabalho Interno,9576.959614763186
285,Trabalho Externo(*),7638.2016197626945
285,Trabalho Interno,19747.651809943312
286,Trabalho Externo(*),3140.946832439362
286,Trabalho Interno,16200.231869982495
287,Trabalho Externo(*),1128.8126302438304
287,Trabalho Interno,13602.968873763202
288,Trabalho Externo(*),1059.321699928624
288,Trabalho Interno,7790.524045034205
289,Trabalho Externo(*),2364.8687050394174
289,Trabalho Interno,18700.40928754869
290,Trabalho Externo(*),611.8731885882353
290,Trabalho Interno,9103.512423049744
291,Trabalho Externo(*),6129.396963790524
291,Trabalho Interno,11940.92249189708
292,Trabalho Externo(*),1090.7085416761906
292,Trabalho Interno,9556.228168895388
293,Trabalho Externo(*),5550.455853497059
293,Trabalho Interno,21628.983319914285
294,Trabalho Externo(*),3150.724204536241
294,Trabalho Interno,11909.092414930525
295,Trabalho Externo(*),5648.758149496976
295,Trabalho Interno,13935.769640437604
296,Trabalho Externo(*),764.9921186225811
296,Trabalho Interno,832.4306403244042
297,Trabalho Externo(*),229.1498449937563
297,Trabalho Interno,569.3496830137094
298,Trabalho Externo(*),2147.5375617253726
298,Trabalho Interno,25520.571783281874
299,Trabalho Externo(*),390.6395118615128
299,Trabalho Interno,1795.1873222541776
300,Trabalho Externo(*),6285.386555907723
300,Trabalho Interno,94757.02367754187
301,Trabalho Externo(*),1485.2036982458194
301,Trabalho Interno,16748.482507468612
302,Trabalho Externo(*),3474.246768294677
302,Trabalho Interno,26227.26368465941
303,Trabalho Externo(*),3201.259009553047
303,Trabalho Interno,25495.604671699974
304,Trabalho Externo(*),3493.3931910292813
304,Trabalho Interno,31336.766239350003
305,Trabalho Externo(*),4113.302039033429
305,Trabalho Interno,22169.36217032267
306,Trabalho Externo(*),1252.2497017088244
306,Trabalho Interno,18035.469546933942
307,Trabalho Externo(*),2207.4869973940176
307,Trabalho Interno,21938.69858431323
308,Trabalho Externo(*),1422.64095891286
308,Trabalho Interno,6862.378635363915
309,Trabalho Externo(*),1544.2338343658053
309,Trabalho Interno,10872.28055880507
310,Trabalho Externo(*),1292.9525854774322
310,Trabalho Interno,6996.756497099227
311,Trabalho Externo(*),500.9652966783314
311,Trabalho Interno,16063.535124833834
312,Trabalho Externo(*),3222.3214077981706
312,Trabalho Interno,11505.484041995423
313,Trabalho Externo(*),169.00582608
313,Trabalho Interno,4897.685420127988
314,Trabalho Externo(*),3246.485698939
314,Trabalho Interno,24530.10316151263
315,Trabalho Externo(*),6431.882233386421
315,Trabalho Interno,24670.32738698801
316,Trabalho Externo(*),433.76120971252146
316,Trabalho Interno,13483.965932513851
317,Trabalho Externo(*),430.2016152769801
317,Trabalho Interno,7287.597137709528
318,Trabalho Externo(*),482.26723917888194
318,Trabalho Interno,12564.09443564367
319,Trabalho Externo(*),1351.6013824221066
319,Trabalho Interno,19052.037598692037
320,Trabalho Externo(*),1862.7969074232517
320,Trabalho Interno,10239.481411337827
321,Trabalho Externo(*),1491.109429397656
321,Trabalho Interno,21853.623180960756
322,Trabalho Externo(*),1200.7645147801588
322,Trabalho Interno,19574.00147514269
323,Trabalho Externo(*),951.7662450528842
323,Trabalho Interno,10036.187503454075
324,Trabalho Externo(*),4177.18202541322
324,Trabalho Interno,18362.83540190936
325,Trabalho Externo(*),2052.6307995336965
325,Trabalho Interno,9236.196615542423
326,Trabalho Externo(*),2805.612824141025
326,Trabalho Interno,8590.799886595532
327,Trabalho Externo(*),296.0657169627663
327,Trabalho Interno,6238.737449670496
328,Trabalho Externo(*),610.2047666969178
328,Trabalho Interno,14625.128330877227
329,Trabalho Externo(*),1219.3092601850083
329,Trabalho Interno,20117.063736702716
330,Trabalho Externo(*),1774.5096453938488
330,Trabalho Interno,12114.67453200452
331,Trabalho Externo(*),1226.4007319966272
331,Trabalho Interno,11940.952858014758
332,Trabalho Externo(*),799.3936615998475
332,Trabalho Interno,12504.440231293796
333,Trabalho Externo(*),282.3215845522201
333,Trabalho Interno,8297.953069187606
334,Trabalho Externo(*),2016.1123134000002
334,Trabalho Interno,13364.647238357993
335,Trabalho Externo(*),291.8487753
335,Trabalho Interno,9822.25397112259
336,Trabalho Externo(*),860.265797121367
336,Trabalho Interno,9456.517805196363
337,Trabalho Externo(*),1377.6765709127794
337,Trabalho Interno,13877.697290011438
338,Trabalho Externo(*),4460.1695545985485
338,Trabalho Interno,17246.378498861097
339,Trabalho Externo(*),1183.3791290345805
339,Trabalho Interno,25701.346411291408
340,Trabalho Externo(*),877.6976400583807
340,Trabalho Interno,12725.46399923882
341,Trabalho Externo(*),2134.840628526921
341,Trabalho Interno,6655.275464801661
342,Trabalho Externo(*),2123.2798994468967
342,Trabalho Interno,12743.957806773758
343,Trabalho Externo(*),29.978314999999995
343,Trabalho Interno,544.8271044152048
344,Trabalho Externo(*),3486.9570040888475
344,Trabalho Interno,24517.678384808416
345,Trabalho Externo(*),0
345,Trabalho Interno,9840.428040514147
346,Trabalho Externo(*),0
346,Trabalho Interno,378.6496233742135
347,Trabalho Externo(*),2885.0007213587196
347,Trabalho Interno,25055.97130509731
348,Trabalho Externo(*),155.01837897959155
348,Trabalho Interno,2639.542949591745
349,Trabalho Externo(*),257.9665313511863
349,Trabalho Interno,0
350,Trabalho Externo(*),259.2848951249994
350,Trabalho Interno,9567.931652667652
351,Trabalho Externo(*),997.9494378447331
351,Trabalho Interno,14228.007387900165
352,Trabalho Externo(*),0
352,Trabalho Interno,4932.905206807514
353,Trabalho Externo(*),0
353,Trabalho Interno,476.2325470772809
354,Trabalho Externo(*),0
354,Trabalho Interno,434.72078670769264
355,Trabalho Externo(*),473.34543388109705
355,Trabalho Interno,17142.3977825064
356,Trabalho Externo(*),1253.7786707621926
356,Trabalho Interno,13057.199756771859
357,Trabalho Externo(*),0
357,Trabalho Interno,791.1586637997013
358,Trabalho Externo(*),1014.1529691227363
358,Trabalho Interno,13344.178481023298
359,Trabalho Externo(*),1107.5180701211139
359,Trabalho Interno,7143.3970809514085
360,Trabalho Externo(*),203.13191989441097
360,Trabalho Interno,9718.889543962086
361,Trabalho Externo(*),321.1536980733732
361,Trabalho Interno,4513.730554864942
362,Trabalho Externo(*),1144.7632105867478
362,Trabalho Interno,29119.403746402746
363,Trabalho Externo(*),4779.798056349928
363,Trabalho Interno,30005.674228895572
364,Trabalho Externo(*),3063.9915328825095
364,Trabalho Interno,24001.064922158326
365,Trabalho Externo(*),2017.3768377740855
365,Trabalho Interno,14435.472045088165
366,Trabalho Externo(*),2762.584010179068
366,Trabalho Interno,34885.963447772665
367,Trabalho Externo(*),1410.6419427764242
367,Trabalho Interno,9980.250479569831
368,Trabalho Externo(*),2136.115550794872
368,Trabalho Interno,18689.266429777614
369,Trabalho Externo(*),896.1375545125491
369,Trabalho Interno,20288.598419441107
370,Trabalho Externo(*),3328.2842450594685
370,Trabalho Interno,29132.870764248677
371,Trabalho Externo(*),0
371,Trabalho Interno,9976.725747921959
372,Trabalho Externo(*),3408.457639278425
372,Trabalho Interno,10507.617273351892
373,Trabalho Externo(*),3341.7041808322433
373,Trabalho Interno,17245.03983256899
374,Trabalho Externo(*),2150.2484273731916
374,Trabalho Interno,15635.546118494089
375,Trabalho Externo(*),3289.2481970517783
375,Trabalho Interno,28490.392978034444
376,Trabalho Externo(*),1968.6804054412326
376,Trabalho Interno,17849.760000481372
377,Trabalho Externo(*),2663.7238233865146
377,Trabalho Interno,54322.669848342855
378,Trabalho Externo(*),5646.803055639634
378,Trabalho Interno,33021.357114753955
379,Trabalho Externo(*),1752.71891991726
379,Trabalho Interno,11483.620456647015
380,Trabalho Externo(*),1293.40140717661
380,Trabalho Interno,16193.713258918799
381,Trabalho Externo(*),0
381,Trabalho Interno,0
382,Trabalho Externo(*),2995.323934364291
382,Trabalho Interno,15549.27272302662
383,Trabalho Externo(*),1631.6887284536356
383,Trabalho Interno,13126.189248633807
384,Trabalho Externo(*),605.823604363636
384,Trabalho Interno,8431.970059014016
385,Trabalho Externo(*),452.0472590649344
385,Trabalho Interno,0
386,Trabalho Externo(*),549.4134383321051
386,Trabalho Interno,3609.3803791966407
387,Trabalho Externo(*),2200.140403469107
387,Trabalho Interno,28342.094645572004
388,Trabalho Externo(*),0
388,Trabalho Interno,3180.71394321178
389,Trabalho Externo(*),2032.27606942263
389,Trabalho Interno,14873.973874219377
390,Trabalho Externo(*),518.4910626352087
390,Trabalho Interno,2201.770959392941
391,Trabalho Externo(*),2176.375402818728
391,Trabalho Interno,16930.590703828548
392,Trabalho Externo(*),0
392,Trabalho Interno,485.3672969497492
393,Trabalho Externo(*),3684.954242609336
393,Trabalho Interno,21097.192601809376
394,Trabalho Externo(*),233.06825129411757
394,Trabalho Interno,3786.2756547152367
395,Trabalho Externo(*),2822.0737633605168
395,Trabalho Interno,27669.240658686052
396,Trabalho Externo(*),1591.1517602233457
396,Trabalho Interno,27865.804185694666
397,Trabalho Externo(*),1512.9814048332673
397,Trabalho Interno,22646.50679477524
398,Trabalho Externo(*),3368.783298775749
398,Trabalho Interno,20046.381061814493
399,Trabalho Externo(*),727.6631345448741
399,Trabalho Interno,11121.60115257078
400,Trabalho Externo(*),3956.0645594294756
400,Trabalho Interno,27794.19526002856
401,Trabalho Externo(*),6038.423110430805
401,Trabalho Interno,48676.86049985406
402,Trabalho Externo(*),619.9161135795863
402,Trabalho Interno,4760.369014674582
403,Trabalho Externo(*),684.2137707461093
403,Trabalho Interno,3224.057108535139
404,Trabalho Externo(*),6626.473394231179
404,Trabalho Interno,44106.805242699236
405,Trabalho Externo(*),2372.980480896231
405,Trabalho Interno,16806.734267852986
406,Trabalho Externo(*),2082.544646597913
406,Trabalho Interno,20368.14935818683
407,Trabalho Externo(*),3645.9733963199606
407,Trabalho Interno,25110.45216354584
408,Trabalho Externo(*),1926.2186150404575
408,Trabalho Interno,14351.22375808126
409,Trabalho Externo(*),108.43618939327303
409,Trabalho Interno,3872.847539690245
410,Trabalho Externo(*),563.488420404762
410,Trabalho Interno,5745.281770093309
411,Trabalho Externo(*),480.892838195658
411,Trabalho Interno,4785.576257850324
412,Trabalho Externo(*),2206.482034549031
412,Trabalho Interno,9007.211775217556
413,Trabalho Externo(*),2262.156725960184
413,Trabalho Interno,3907.1789017273563
414,Trabalho Externo(*),1650.7388842433202
414,Trabalho Interno,7541.815006828577
415,Trabalho Externo(*),874.0279954545457
415,Trabalho Interno,2925.560031564484
416,Trabalho Externo(*),884.2856752818917
416,Trabalho Interno,9316.442414083966
417,Trabalho Externo(*),3041.5859458676946
417,Trabalho Interno,21187.53474263442
418,Trabalho Externo(*),2574.828114845305
418,Trabalho Interno,11603.07058004196
419,Trabalho Externo(*),2439.8005762837347
419,Trabalho Interno,15475.130938518252
420,Trabalho Externo(*),709.2525525901201
420,Trabalho Interno,8396.637340304036
421,Trabalho Externo(*),3666.0505681505497
421,Trabalho Interno,35739.670940559496
422,Trabalho Externo(*),8430.177460781231
422,Trabalho Interno,74262.21161977846
423,Trabalho Externo(*),1760.3193254380517
423,Trabalho Interno,7930.165431777652
424,Trabalho Externo(*),114.7021823283581
424,Trabalho Interno,10785.891234706203
425,Trabalho Externo(*),656.7024072455906
425,Trabalho Interno,6224.214962165002
426,Trabalho Externo(*),2964.186847454358
426,Trabalho Interno,13225.686583997873
427,Trabalho Externo(*),2670.2547336527105
427,Trabalho Interno,13840.277273437345
428,Trabalho Externo(*),586.0654337648169
428,Trabalho Interno,11588.765163205984
429,Trabalho Externo(*),1151.9246347835058
429,Trabalho Interno,14906.60613288611
430,Trabalho Externo(*),1453.0490763004527
430,Trabalho Interno,11075.553574479103
431,Trabalho Externo(*),3126.6805211469773
431,Trabalho Interno,29373.95366056829
432,Trabalho Externo(*),9527.312483669264
432,Trabalho Interno,26236.308640439114
433,Trabalho Externo(*),2037.435025399388
433,Trabalho Interno,17910.4901663244
434,Trabalho Externo(*),94.4525237627494
434,Trabalho Interno,1199.191843877411
435,Trabalho Externo(*),5002.255714125771
435,Trabalho Interno,27781.725813377983
436,Trabalho Externo(*),9741.606267431425
436,Trabalho Interno,47392.50058588806
437,Trabalho Externo(*),7251.760249686219
437,Trabalho Interno,29919.23988967813
438,Trabalho Externo(*),2554.1976488528053
438,Trabalho Interno,17807.708320013146
439,Trabalho Externo(*),1039.6998031478042
439,Trabalho Interno,1852.1317396156344
440,Trabalho Externo(*),3224.410709198472
440,Trabalho Interno,28925.826161489473
441,Trabalho Externo(*),448.04155562499943
441,Trabalho Interno,2935.5980314739245
442,Trabalho Externo(*),536.7258590367009
442,Trabalho Interno,3143.6283249445196
443,Trabalho Externo(*),111.76765481927711
443,Trabalho Interno,2736.7413341818487
444,Trabalho Externo(*),677.4369065638697
444,Trabalho Interno,4953.5026593039365
445,Trabalho Externo(*),3274.723718342781
445,Trabalho Interno,34383.069202823935
446,Trabalho Externo(*),3620.760330814314
446,Trabalho Interno,33155.115838031415
447,Trabalho Externo(*),1153.9675033510375
447,Trabalho Interno,23909.868857615198
448,Trabalho Externo(*),2864.1630122887063
448,Trabalho Interno,28622.376512097042
449,Trabalho Externo(*),4625.614827078665
449,Trabalho Interno,67034.96637061563
450,Trabalho Externo(*),5860.235744496519
450,Trabalho Interno,36675.931513191434
451,Trabalho Externo(*),4641.51749008836
451,Trabalho Interno,35482.15489903913
452,Trabalho Externo(*),3091.8580755100734
452,Trabalho Interno,8269.549274014125
453,Trabalho Externo(*),645.5893935055531
453,Trabalho Interno,5643.790288721823
454,Trabalho Externo(*),4689.156877683384
454,Trabalho Interno,42440.067931101694
455,Trabalho Externo(*),5937.716680534197
455,Trabalho Interno,39492.79063288789
456,Trabalho Externo(*),4881.144532662547
456,Trabalho Interno,27066.620612222723
457,Trabalho Externo(*),9655.94557545439
457,Trabalho Interno,40992.77180671326
458,Trabalho Externo(*),2424.807112220131
458,Trabalho Interno,17002.10518283302
459,Trabalho Externo(*),651.4465029808681
459,Trabalho Interno,12449.273539976815
460,Trabalho Externo(*),4493.917178331318
460,Trabalho Interno,28857.100622243895
461,Trabalho Externo(*),1721.29167596712
461,Trabalho Interno,13167.61295375787
462,Trabalho Externo(*),3005.0764378605822
462,Trabalho Interno,14788.028667357912
463,Trabalho Externo(*),405.4849788800568
463,Trabalho Interno,17986.710869061535
464,Trabalho Externo(*),2241.6290342645993
464,Trabalho Interno,14265.097719443322
465,Trabalho Externo(*),2327.6353532789412
465,Trabalho Interno,13834.223886433307
466,Trabalho Externo(*),6408.438780450241
466,Trabalho Interno,32074.36944739271
467,Trabalho Externo(*),1533.9259479368357
467,Trabalho Interno,9253.006514729313
468,Trabalho Externo(*),5818.4257544125785
468,Trabalho Interno,41982.74294038365
469,Trabalho Externo(*),142.21083208831394
469,Trabalho Interno,1210.5061129027406
470,Trabalho Externo(*),831.9687009523806
470,Trabalho Interno,4162.026744111528
471,Trabalho Externo(*),0
471,Trabalho Interno,5366.748729771812
472,Trabalho Externo(*),942.2758107249963
472,Trabalho Interno,13067.153718852189
473,Trabalho Externo(*),734.9530883064187
473,Trabalho Interno,3106.630229234599
474,Trabalho Externo(*),216.83873651067077
474,Trabalho Interno,2076.4453943331755
475,Trabalho Externo(*),203.94075168831156
475,Trabalho Interno,9216.26980943636
476,Trabalho Externo(*),5672.771193319604
476,Trabalho Interno,44042.03758027541
477,Trabalho Externo(*),1722.4215376023724
477,Trabalho Interno,29103.09961493423
478,Trabalho Externo(*),6539.688271726914
478,Trabalho Interno,77229.71992863229
479,Trabalho Externo(*),115.27413295774662
479,Trabalho Interno,6633.344938274228
480,Trabalho Externo(*),487.2539087226885
480,Trabalho Interno,8042.116427261657
481,Trabalho Externo(*),1986.5739690789492
481,Trabalho Interno,17632.140420469823
482,Trabalho Externo(*),1096.782771250046
482,Trabalho Interno,10041.036215237391
483,Trabalho Externo(*),414.64064628340117
483,Trabalho Interno,5064.99212303635
484,Trabalho Externo(*),4584.63969026138
484,Trabalho Interno,15145.305600030099
485,Trabalho Externo(*),2838.149383677915
485,Trabalho Interno,23449.220729264183
486,Trabalho Externo(*),5123.793085865822
486,Trabalho Interno,13827.934868106118
487,Trabalho Externo(*),1560.5229248617034
487,Trabalho Interno,6288.723441245824
488,Trabalho Externo(*),1087.4543483374828
488,Trabalho Interno,7445.315681162996
489,Trabalho Externo(*),1681.3353838456183
489,Trabalho Interno,22092.819883510045
490,Trabalho Externo(*),3761.3652466477065
490,Trabalho Interno,23026.730258056257
491,Trabalho Externo(*),2827.987871081163
491,Trabalho Interno,13052.559373201702
492,Trabalho Externo(*),2445.343866051202
492,Trabalho Interno,32616.898923734967
493,Trabalho Externo(*),726.4246508666886
493,Trabalho Interno,4864.310952124527
494,Trabalho Externo(*),812.3445945721164
494,Trabalho Interno,7471.857661463047
495,Trabalho Externo(*),471.96255040415036
495,Trabalho Interno,24443.529289744867
496,Trabalho Externo(*),3180.820416862247
496,Trabalho Interno,12721.223808625671
497,Trabalho Externo(*),457.33236920442687
497,Trabalho Interno,4403.158298115617
498,Trabalho Externo(*),2391.3339790144532
498,Trabalho Interno,14923.896884785692
499,Trabalho Externo(*),2843.6500974536843
499,Trabalho Interno,18032.65184979948
500,Trabalho Externo(*),2312.907918022199
500,Trabalho Interno,13715.221767307103
501,Trabalho Externo(*),3846.866206290002
501,Trabalho Interno,10522.792544283471
502,Trabalho Externo(*),1785.0305266859248
502,Trabalho Interno,20161.26734228926
503,Trabalho Externo(*),454.18654971922126
503,Trabalho Interno,9265.365839876707
504,Trabalho Externo(*),3865.778646738799
504,Trabalho Interno,18270.71022138285
505,Trabalho Externo(*),149.9310560505049
505,Trabalho Interno,1212.8436703631612
506,Trabalho Externo(*),3638.5483168509154
506,Trabalho Interno,24890.81670835661
507,Trabalho Externo(*),1137.2137974603759
507,Trabalho Interno,24875.392657089775
508,Trabalho Externo(*),7545.585388195161
508,Trabalho Interno,39965.404156743716
509,Trabalho Externo(*),104.17722843478253
509,Trabalho Interno,1508.4875243783454
510,Trabalho Externo(*),0
510,Trabalho Interno,52.08861421739127
511,Trabalho Externo(*),738.2298619447452
511,Trabalho Interno,10434.532778314202
512,Trabalho Externo(*),1194.7993933433593
512,Trabalho Interno,16611.845040409517
513,Trabalho Externo(*),0
513,Trabalho Interno,534.2856737501243
514,Trabalho Externo(*),5008.559347385475
514,Trabalho Interno,21496.248319009777
515,Trabalho Externo(*),5004.404783418065
515,Trabalho Interno,20157.548817101357
516,Trabalho Externo(*),5382.825636278709
516,Trabalho Interno,42864.90526820239
517,Trabalho Externo(*),196.07914607142857
517,Trabalho Interno,4946.610640559492
