COD_ZONA,ENDERECO_EMPREGOS,QTD
173,Empregos Sem Endereço Fixo(**),1303.5527935824173
174,Empregos em Endereço Fixo(*),4607.999497875382
174,Empregos na Própria Residência,2160.136442318713
174,Empregos Sem Endereço Fixo(**),3337.8347156286527
175,Empregos em Endereço Fixo(*),3911.0216415704645
175,Empregos na Própria Residência,2670.4011132761907
175,Empregos Sem Endereço Fixo(**),3493.792517
176,Empregos em Endereço Fixo(*),6398.058225925739
176,Empregos na Própria Residência,8968.149277307484
176,Empregos Sem Endereço Fixo(**),3311.127769387576
177,Empregos em Endereço Fixo(*),740.7835399367677
177,Empregos na Própria Residência,261.2927096644571
177,Empregos Sem Endereço Fixo(**),892.3804074502814
178,Empregos em Endereço Fixo(*),1288.6441311551255
178,Empregos na Própria Residência,0
178,Empregos Sem Endereço Fixo(**),0
179,Empregos em Endereço Fixo(*),0
179,Empregos na Própria Residência,0
179,Empregos Sem Endereço Fixo(**),0
180,Empregos em Endereço Fixo(*),7932.203102562662
180,Empregos na Própria Residência,3380.2113413522275
180,Empregos Sem Endereço Fixo(**),3132.7346527706673
181,Empregos em Endereço Fixo(*),9494.509065728173
181,Empregos na Própria Residência,1862.2260909159015
181,Empregos Sem Endereço Fixo(**),1362.0448449194791
182,Empregos em Endereço Fixo(*),9664.197493656542
182,Empregos na Própria Residência,5461.040239769198
182,Empregos Sem Endereço Fixo(**),1928.8477391902363
183,Empregos em Endereço Fixo(*),3314.631727091652
183,Empregos na Própria Residência,1758.450820959738
183,Empregos Sem Endereço Fixo(**),2735.1488326948033
184,Empregos em Endereço Fixo(*),3011.1580395091783
184,Empregos na Própria Residência,1193.6819727995344
184,Empregos Sem Endereço Fixo(**),772.0429552727279
185,Empregos em Endereço Fixo(*),2673.1095848730874
185,Empregos na Própria Residência,1074.9145979139541
185,Empregos Sem Endereço Fixo(**),1267.2912342603913
186,Empregos em Endereço Fixo(*),1671.9304647482254
186,Empregos na Própria Residência,434.64854602885526
186,Empregos Sem Endereço Fixo(**),547.2294056962033
187,Empregos em Endereço Fixo(*),4788.219722950689
187,Empregos na Própria Residência,2330.8311859639925
187,Empregos Sem Endereço Fixo(**),2839.5249945878268
188,Empregos em Endereço Fixo(*),5112.680211506107
188,Empregos na Própria Residência,1257.7737756573647
188,Empregos Sem Endereço Fixo(**),1928.5579006549522
189,Empregos em Endereço Fixo(*),7156.770159133333
189,Empregos na Própria Residência,701.2886253321105
189,Empregos Sem Endereço Fixo(**),2836.108660251755
190,Empregos em Endereço Fixo(*),14154.52732600153
190,Empregos na Própria Residência,805.2253530636467
190,Empregos Sem Endereço Fixo(**),429.78383919354866
191,Empregos em Endereço Fixo(*),8579.295407600091
191,Empregos na Própria Residência,0
191,Empregos Sem Endereço Fixo(**),107.50392
192,Empregos em Endereço Fixo(*),5068.251084041677
192,Empregos na Própria Residência,950.5438744688606
192,Empregos Sem Endereço Fixo(**),3359.3008154611894
193,Empregos em Endereço Fixo(*),5361.9736922884285
193,Empregos na Própria Residência,721.5479118486824
193,Empregos Sem Endereço Fixo(**),501.9708240370495
194,Empregos em Endereço Fixo(*),3407.99040484311
194,Empregos na Própria Residência,1000.4824707547169
194,Empregos Sem Endereço Fixo(**),443.8742504390246
195,Empregos em Endereço Fixo(*),3291.0475564477483
195,Empregos na Própria Residência,1269.80495638488
195,Empregos Sem Endereço Fixo(**),1694.3519818116845
196,Empregos em Endereço Fixo(*),3595.4751814679657
196,Empregos na Própria Residência,1618.9967697724771
196,Empregos Sem Endereço Fixo(**),3124.798256996305
197,Empregos em Endereço Fixo(*),6709.699600724888
197,Empregos na Própria Residência,463.0581737948718
197,Empregos Sem Endereço Fixo(**),590.2708880032052
198,Empregos em Endereço Fixo(*),22286.19965144695
198,Empregos na Própria Residência,516.4214800000004
198,Empregos Sem Endereço Fixo(**),1131.0359809285721
199,Empregos em Endereço Fixo(*),14771.924909644766
199,Empregos na Própria Residência,2401.7923899487178
199,Empregos Sem Endereço Fixo(**),3495.553575320327
200,Empregos em Endereço Fixo(*),4858.027146410225
200,Empregos na Própria Residência,1333.9698011783066
200,Empregos Sem Endereço Fixo(**),2970.418309563426
201,Empregos em Endereço Fixo(*),11300.524456216963
201,Empregos na Própria Residência,1573.1691975343258
201,Empregos Sem Endereço Fixo(**),3745.67309995681
202,Empregos em Endereço Fixo(*),4823.11058182985
202,Empregos na Própria Residência,1471.4154432444693
202,Empregos Sem Endereço Fixo(**),5176.349394226556
203,Empregos em Endereço Fixo(*),4357.795463805856
203,Empregos na Própria Residência,2042.327339709199
203,Empregos Sem Endereço Fixo(**),2439.656545373448
204,Empregos em Endereço Fixo(*),15437.530563671888
204,Empregos na Própria Residência,2426.836484748746
204,Empregos Sem Endereço Fixo(**),5016.020807310084
205,Empregos em Endereço Fixo(*),8630.532683734527
205,Empregos na Própria Residência,5686.909345411307
205,Empregos Sem Endereço Fixo(**),7956.017550070952
206,Empregos em Endereço Fixo(*),10985.641676631634
206,Empregos na Própria Residência,2215.554650337759
206,Empregos Sem Endereço Fixo(**),2697.268456434533
207,Empregos em Endereço Fixo(*),10206.649166513796
207,Empregos na Própria Residência,1416.1816162108696
207,Empregos Sem Endereço Fixo(**),4385.170384437253
208,Empregos em Endereço Fixo(*),23814.742612793012
208,Empregos na Própria Residência,1897.6932354969706
208,Empregos Sem Endereço Fixo(**),3129.1068409772743
209,Empregos em Endereço Fixo(*),10632.875310217249
209,Empregos na Própria Residência,1979.75783843886
209,Empregos Sem Endereço Fixo(**),307.6048922236148
210,Empregos em Endereço Fixo(*),17552.04321139438
210,Empregos na Própria Residência,2324.7162370716323
210,Empregos Sem Endereço Fixo(**),684.7051498018017
211,Empregos em Endereço Fixo(*),15156.057531137605
211,Empregos na Própria Residência,3033.206373362637
211,Empregos Sem Endereço Fixo(**),2306.570525260073
212,Empregos em Endereço Fixo(*),6272.352416318961
212,Empregos na Própria Residência,931.1245823473572
212,Empregos Sem Endereço Fixo(**),1546.0464145599278
213,Empregos em Endereço Fixo(*),17117.313275983895
213,Empregos na Própria Residência,2518.3882605000013
213,Empregos Sem Endereço Fixo(**),2209.584368007565
214,Empregos em Endereço Fixo(*),8981.212213221199
214,Empregos na Própria Residência,1923.197076361972
214,Empregos Sem Endereço Fixo(**),1485.5851099408449
215,Empregos em Endereço Fixo(*),14249.237218214143
215,Empregos na Própria Residência,843.7892967272717
215,Empregos Sem Endereço Fixo(**),3079.0016723007325
216,Empregos em Endereço Fixo(*),8039.759590129287
216,Empregos na Própria Residência,1746.2733854430353
216,Empregos Sem Endereço Fixo(**),2631.2612391728485
217,Empregos em Endereço Fixo(*),7306.802059397011
217,Empregos na Própria Residência,2497.3809966338185
217,Empregos Sem Endereço Fixo(**),1027.7875133610676
218,Empregos em Endereço Fixo(*),12726.74626971769
218,Empregos na Própria Residência,2153.0194670064775
218,Empregos Sem Endereço Fixo(**),3743.816340731577
219,Empregos em Endereço Fixo(*),8681.286839845563
219,Empregos na Própria Residência,2939.7908379661058
219,Empregos Sem Endereço Fixo(**),5554.355520131903
220,Empregos em Endereço Fixo(*),7119.595319316508
220,Empregos na Própria Residência,762.6676877785974
220,Empregos Sem Endereço Fixo(**),2849.957581696256
221,Empregos em Endereço Fixo(*),11711.895568890706
221,Empregos na Própria Residência,1612.2660366136367
221,Empregos Sem Endereço Fixo(**),4444.540647330884
222,Empregos em Endereço Fixo(*),11759.448008188969
222,Empregos na Própria Residência,2232.521239560443
222,Empregos Sem Endereço Fixo(**),2771.852238909463
223,Empregos em Endereço Fixo(*),7699.210644923512
223,Empregos na Própria Residência,1422.795336622925
223,Empregos Sem Endereço Fixo(**),1629.5901732934362
224,Empregos em Endereço Fixo(*),1818.1168354580466
224,Empregos na Própria Residência,0
224,Empregos Sem Endereço Fixo(**),0
225,Empregos em Endereço Fixo(*),8622.814495611448
225,Empregos na Própria Residência,1001.1641874074485
225,Empregos Sem Endereço Fixo(**),2367.139076573197
226,Empregos em Endereço Fixo(*),12362.335055037507
226,Empregos na Própria Residência,3011.7790197022155
226,Empregos Sem Endereço Fixo(**),5296.2729050249745
227,Empregos em Endereço Fixo(*),8113.484338091923
227,Empregos na Própria Residência,3509.505185794947
227,Empregos Sem Endereço Fixo(**),4170.438973088968
228,Empregos em Endereço Fixo(*),2261.634594684841
228,Empregos na Própria Residência,1437.7439203733188
228,Empregos Sem Endereço Fixo(**),5114.602245532445
229,Empregos em Endereço Fixo(*),20993.866629003107
229,Empregos na Própria Residência,2555.5452558309357
229,Empregos Sem Endereço Fixo(**),8343.419161853195
230,Empregos em Endereço Fixo(*),7641.370986311257
230,Empregos na Própria Residência,2687.0126248499987
230,Empregos Sem Endereço Fixo(**),3623.812233907691
231,Empregos em Endereço Fixo(*),4931.450264477102
231,Empregos na Própria Residência,886.7853355263189
231,Empregos Sem Endereço Fixo(**),2439.5436270592145
232,Empregos em Endereço Fixo(*),5690.988479663506
232,Empregos na Própria Residência,448.48656597619026
232,Empregos Sem Endereço Fixo(**),3416.3349224493495
233,Empregos em Endereço Fixo(*),7910.486013260568
233,Empregos na Própria Residência,3223.1618039679506
233,Empregos Sem Endereço Fixo(**),5523.448411551287
234,Empregos em Endereço Fixo(*),7320.1572010184045
234,Empregos na Própria Residência,2177.0614815342865
234,Empregos Sem Endereço Fixo(**),7643.056175086783
235,Empregos em Endereço Fixo(*),11472.257064791098
235,Empregos na Própria Residência,5130.148675608684
235,Empregos Sem Endereço Fixo(**),7220.233375507286
236,Empregos em Endereço Fixo(*),10320.751158095483
236,Empregos na Própria Residência,387.2421922804346
236,Empregos Sem Endereço Fixo(**),212.5441241532608
237,Empregos em Endereço Fixo(*),10571.37893116113
237,Empregos na Própria Residência,731.2696497059804
237,Empregos Sem Endereço Fixo(**),458.809390890969
238,Empregos em Endereço Fixo(*),9235.193002359443
238,Empregos na Própria Residência,357.6501924545454
238,Empregos Sem Endereço Fixo(**),1719.7728969122254
239,Empregos em Endereço Fixo(*),16313.510128562088
239,Empregos na Própria Residência,691.6808938194443
239,Empregos Sem Endereço Fixo(**),552.0262787222222
240,Empregos em Endereço Fixo(*),17124.721858400662
240,Empregos na Própria Residência,1732.4840899701626
240,Empregos Sem Endereço Fixo(**),179.6256426666667
241,Empregos em Endereço Fixo(*),10971.172741666807
241,Empregos na Própria Residência,663.2373983438213
241,Empregos Sem Endereço Fixo(**),735.089636759236
242,Empregos em Endereço Fixo(*),10202.672048286226
242,Empregos na Própria Residência,1414.581264494986
242,Empregos Sem Endereço Fixo(**),917.2686013425783
243,Empregos em Endereço Fixo(*),14543.245715851912
243,Empregos na Própria Residência,3494.5001514579058
243,Empregos Sem Endereço Fixo(**),2174.784006302202
244,Empregos em Endereço Fixo(*),5468.656087613011
244,Empregos na Própria Residência,594.495754666666
244,Empregos Sem Endereço Fixo(**),4369.477454905919
245,Empregos em Endereço Fixo(*),5154.333390443162
245,Empregos na Própria Residência,675.9710577272721
245,Empregos Sem Endereço Fixo(**),900.3426173876493
246,Empregos em Endereço Fixo(*),4981.84571765461
246,Empregos na Própria Residência,528.5221025333333
246,Empregos Sem Endereço Fixo(**),1688.4305464869776
247,Empregos em Endereço Fixo(*),14691.470120518934
247,Empregos na Própria Residência,2401.710079843978
247,Empregos Sem Endereço Fixo(**),3957.6467573006144
248,Empregos em Endereço Fixo(*),2132.409750044235
248,Empregos na Própria Residência,0
248,Empregos Sem Endereço Fixo(**),0
249,Empregos em Endereço Fixo(*),6733.78882787383
249,Empregos na Própria Residência,6077.274766314381
249,Empregos Sem Endereço Fixo(**),1870.2114667321757
250,Empregos em Endereço Fixo(*),11010.860746709088
250,Empregos na Própria Residência,713.6810027101681
250,Empregos Sem Endereço Fixo(**),1376.1346703732609
251,Empregos em Endereço Fixo(*),6019.654721724648
251,Empregos na Própria Residência,4651.218129409093
251,Empregos Sem Endereço Fixo(**),981.7219268181819
252,Empregos em Endereço Fixo(*),8418.35901081915
252,Empregos na Própria Residência,1906.4325651184802
252,Empregos Sem Endereço Fixo(**),1335.7281091564103
253,Empregos em Endereço Fixo(*),6502.438586233501
253,Empregos na Própria Residência,199.0423993456117
253,Empregos Sem Endereço Fixo(**),253.1324201827575
254,Empregos em Endereço Fixo(*),20453.750954430652
254,Empregos na Própria Residência,1133.0664932001257
254,Empregos Sem Endereço Fixo(**),530.1356189166419
255,Empregos em Endereço Fixo(*),16598.59437362126
255,Empregos na Própria Residência,1322.0223327793542
255,Empregos Sem Endereço Fixo(**),3099.2719133337982
256,Empregos em Endereço Fixo(*),7677.853624232579
256,Empregos na Própria Residência,691.0356695726493
256,Empregos Sem Endereço Fixo(**),1100.1634191794867
257,Empregos em Endereço Fixo(*),5074.571472756353
257,Empregos na Própria Residência,1821.1300793913067
257,Empregos Sem Endereço Fixo(**),1257.3516978692553
258,Empregos em Endereço Fixo(*),14099.717801934024
258,Empregos na Própria Residência,714.323054597015
258,Empregos Sem Endereço Fixo(**),1171.79827170407
259,Empregos em Endereço Fixo(*),4320.604726429281
259,Empregos na Própria Residência,2886.692857865862
259,Empregos Sem Endereço Fixo(**),3550.230307346857
260,Empregos em Endereço Fixo(*),3847.9657685966986
260,Empregos na Própria Residência,2362.658259078433
260,Empregos Sem Endereço Fixo(**),2692.5424582142255
261,Empregos em Endereço Fixo(*),8710.946874749045
261,Empregos na Própria Residência,849.4214145935854
261,Empregos Sem Endereço Fixo(**),2457.9843807452053
262,Empregos em Endereço Fixo(*),10329.010597989842
262,Empregos na Própria Residência,1348.0955303384621
262,Empregos Sem Endereço Fixo(**),7614.763864851286
263,Empregos em Endereço Fixo(*),10573.684686743067
263,Empregos na Própria Residência,1595.3759202947374
263,Empregos Sem Endereço Fixo(**),3202.9685593898885
264,Empregos em Endereço Fixo(*),18884.069060828075
264,Empregos na Própria Residência,457.07210530097154
264,Empregos Sem Endereço Fixo(**),2396.513390074343
265,Empregos em Endereço Fixo(*),10813.05730981857
265,Empregos na Própria Residência,2394.2662191442337
265,Empregos Sem Endereço Fixo(**),2649.060689423078
266,Empregos em Endereço Fixo(*),3646.054667335903
266,Empregos na Própria Residência,1229.808721188954
266,Empregos Sem Endereço Fixo(**),1528.866226090117
267,Empregos em Endereço Fixo(*),8621.975777696513
267,Empregos na Própria Residência,448.6797186976913
267,Empregos Sem Endereço Fixo(**),1178.870159385282
268,Empregos em Endereço Fixo(*),9120.739785852862
268,Empregos na Própria Residência,1509.0685232774363
268,Empregos Sem Endereço Fixo(**),436.95731868719474
269,Empregos em Endereço Fixo(*),15934.855441134901
269,Empregos na Própria Residência,1331.235214875899
269,Empregos Sem Endereço Fixo(**),1087.530115316314
270,Empregos em Endereço Fixo(*),8601.046795698601
270,Empregos na Própria Residência,412.52891179417077
270,Empregos Sem Endereço Fixo(**),798.2892785475907
271,Empregos em Endereço Fixo(*),13426.094928382783
271,Empregos na Própria Residência,0
271,Empregos Sem Endereço Fixo(**),0
272,Empregos em Endereço Fixo(*),10993.976556928534
272,Empregos na Própria Residência,683.4325036571431
272,Empregos Sem Endereço Fixo(**),1350.3783642571439
273,Empregos em Endereço Fixo(*),15387.709460429374
273,Empregos na Própria Residência,5692.289175416416
273,Empregos Sem Endereço Fixo(**),5997.652475877457
274,Empregos em Endereço Fixo(*),30398.818854802146
274,Empregos na Própria Residência,1927.9323160256422
274,Empregos Sem Endereço Fixo(**),2062.5891062756423
275,Empregos em Endereço Fixo(*),20095.64742934798
275,Empregos na Própria Residência,3434.268081153239
275,Empregos Sem Endereço Fixo(**),857.8372828048982
276,Empregos em Endereço Fixo(*),9997.268149829837
276,Empregos na Própria Residência,4143.078122190627
276,Empregos Sem Endereço Fixo(**),9250.782898431426
277,Empregos em Endereço Fixo(*),18555.02584395234
277,Empregos na Própria Residência,3553.9410729944616
277,Empregos Sem Endereço Fixo(**),4180.379778983931
278,Empregos em Endereço Fixo(*),10881.455542964413
278,Empregos na Própria Residência,2608.7577176633417
278,Empregos Sem Endereço Fixo(**),8176.154230553807
279,Empregos em Endereço Fixo(*),10840.63439787754
279,Empregos na Própria Residência,2978.43525519357
279,Empregos Sem Endereço Fixo(**),4019.912455613512
280,Empregos em Endereço Fixo(*),25191.30822269968
280,Empregos na Própria Residência,2144.308676482681
280,Empregos Sem Endereço Fixo(**),831.8464191729795
281,Empregos em Endereço Fixo(*),15376.957710111927
281,Empregos na Própria Residência,2911.6140771588457
281,Empregos Sem Endereço Fixo(**),1181.762857541793
282,Empregos em Endereço Fixo(*),18369.298843808254
282,Empregos na Própria Residência,1397.671512166668
282,Empregos Sem Endereço Fixo(**),3035.5287490175456
283,Empregos em Endereço Fixo(*),2945.176938498776
283,Empregos na Própria Residência,316.17226200382675
283,Empregos Sem Endereço Fixo(**),427.7382413539989
284,Empregos em Endereço Fixo(*),8849.680934910317
284,Empregos na Própria Residência,484.0435351171924
284,Empregos Sem Endereço Fixo(**),3683.1256911149057
285,Empregos em Endereço Fixo(*),19387.556632673797
285,Empregos na Própria Residência,2312.0576939486828
285,Empregos Sem Endereço Fixo(**),5686.2391030835315
286,Empregos em Endereço Fixo(*),19156.832525956273
286,Empregos na Própria Residência,92.6285642216802
286,Empregos Sem Endereço Fixo(**),91.71761224390244
287,Empregos em Endereço Fixo(*),13158.099555871147
287,Empregos na Própria Residência,764.8041676971187
287,Empregos Sem Endereço Fixo(**),808.877780438764
288,Empregos em Endereço Fixo(*),6400.397199778129
288,Empregos na Própria Residência,779.7074822540218
288,Empregos Sem Endereço Fixo(**),1669.7410629306787
289,Empregos em Endereço Fixo(*),16472.410294190166
289,Empregos na Própria Residência,1624.2665097708891
289,Empregos Sem Endereço Fixo(**),2968.601188627053
290,Empregos em Endereço Fixo(*),4457.891666079154
290,Empregos na Própria Residência,2678.2113760588236
290,Empregos Sem Endereço Fixo(**),2579.2825695000006
291,Empregos em Endereço Fixo(*),10352.04563866205
291,Empregos na Própria Residência,2792.633340453121
291,Empregos Sem Endereço Fixo(**),4925.640476572433
292,Empregos em Endereço Fixo(*),7507.110652745388
292,Empregos na Própria Residência,885.0452082000002
292,Empregos Sem Endereço Fixo(**),2254.780849626191
293,Empregos em Endereço Fixo(*),20752.600151294206
293,Empregos na Própria Residência,3065.8553901098935
293,Empregos Sem Endereço Fixo(**),3360.983632007239
294,Empregos em Endereço Fixo(*),8895.370189066478
294,Empregos na Própria Residência,4387.972858992766
294,Empregos Sem Endereço Fixo(**),1776.4735714075186
295,Empregos em Endereço Fixo(*),5737.882254716034
295,Empregos na Própria Residência,7326.205464371877
295,Empregos Sem Endereço Fixo(**),6520.440070846668
296,Empregos em Endereço Fixo(*),1033.8648205115012
296,Empregos na Própria Residência,381.1797746129032
296,Empregos Sem Endereço Fixo(**),182.37816382258066
297,Empregos em Endereço Fixo(*),521.6964987333624
297,Empregos na Própria Residência,34.23357558590734
297,Empregos Sem Endereço Fixo(**),242.56945368819595
298,Empregos em Endereço Fixo(*),15446.863159676059
298,Empregos na Própria Residência,3570.20957074649
298,Empregos Sem Endereço Fixo(**),8651.036614584735
299,Empregos em Endereço Fixo(*),1625.8512398071794
299,Empregos na Própria Residência,0
299,Empregos Sem Endereço Fixo(**),559.975594308511
300,Empregos em Endereço Fixo(*),98524.8286129529
300,Empregos na Própria Residência,1503.5482198705754
300,Empregos Sem Endereço Fixo(**),1014.0334006261103
301,Empregos em Endereço Fixo(*),15821.631376275325
301,Empregos na Própria Residência,1124.9749691711193
301,Empregos Sem Endereço Fixo(**),1287.0798602679824
302,Empregos em Endereço Fixo(*),27632.183444068745
302,Empregos na Própria Residência,895.3425222321424
302,Empregos Sem Endereço Fixo(**),1173.984486653206
303,Empregos em Endereço Fixo(*),27700.706207502146
303,Empregos na Própria Residência,633.9944868635057
303,Empregos Sem Endereço Fixo(**),362.1629868873631
304,Empregos em Endereço Fixo(*),28180.84286834503
304,Empregos na Própria Residência,2133.276196308176
304,Empregos Sem Endereço Fixo(**),4516.040365726084
305,Empregos em Endereço Fixo(*),15498.484646271561
305,Empregos na Própria Residência,3993.031997102288
305,Empregos Sem Endereço Fixo(**),6791.147565982256
306,Empregos em Endereço Fixo(*),10354.677584650102
306,Empregos na Própria Residência,6335.5885267867725
306,Empregos Sem Endereço Fixo(**),2597.4531372058846
307,Empregos em Endereço Fixo(*),13194.167288814133
307,Empregos na Própria Residência,1848.4008481311464
307,Empregos Sem Endereço Fixo(**),9103.617444761961
308,Empregos em Endereço Fixo(*),5769.003160422512
308,Empregos na Própria Residência,178.43825546511593
308,Empregos Sem Endereço Fixo(**),2337.578178389143
309,Empregos em Endereço Fixo(*),4795.82502671606
309,Empregos na Própria Residência,2347.72721746278
309,Empregos Sem Endereço Fixo(**),5272.962148992041
310,Empregos em Endereço Fixo(*),5032.727656465545
310,Empregos na Própria Residência,1524.86844919271
310,Empregos Sem Endereço Fixo(**),1732.1129769184047
311,Empregos em Endereço Fixo(*),10129.15360807426
311,Empregos na Própria Residência,1166.60487586928
311,Empregos Sem Endereço Fixo(**),5268.741937568622
312,Empregos em Endereço Fixo(*),10713.893073921903
312,Empregos na Própria Residência,2713.1740261675113
312,Empregos Sem Endereço Fixo(**),1300.7383497041774
313,Empregos em Endereço Fixo(*),3118.4515643706823
313,Empregos na Própria Residência,573.9713567622475
313,Empregos Sem Endereço Fixo(**),1374.2683250750572
314,Empregos em Endereço Fixo(*),15733.858616845971
314,Empregos na Própria Residência,6079.97494665446
314,Empregos Sem Endereço Fixo(**),5962.755296951211
315,Empregos em Endereço Fixo(*),15418.419399320801
315,Empregos na Própria Residência,5138.692019715649
315,Empregos Sem Endereço Fixo(**),10545.098201337969
316,Empregos em Endereço Fixo(*),12938.966854479882
316,Empregos na Própria Residência,634.0888751579398
316,Empregos Sem Endereço Fixo(**),344.671412588554
317,Empregos em Endereço Fixo(*),6868.850383885074
317,Empregos na Própria Residência,679.4253552521707
317,Empregos Sem Endereço Fixo(**),169.5230138492745
318,Empregos em Endereço Fixo(*),11424.662597194525
318,Empregos na Própria Residência,810.0416646359031
318,Empregos Sem Endereço Fixo(**),811.6574129921189
319,Empregos em Endereço Fixo(*),19175.712797588385
319,Empregos na Própria Residência,682.4463379171453
319,Empregos Sem Endereço Fixo(**),545.4798456085732
320,Empregos em Endereço Fixo(*),5782.947287686814
320,Empregos na Própria Residência,3162.641348555327
320,Empregos Sem Endereço Fixo(**),3156.689682518937
321,Empregos em Endereço Fixo(*),18890.571892777243
321,Empregos na Própria Residência,1605.9767416929435
321,Empregos Sem Endereço Fixo(**),2848.183975888224
322,Empregos em Endereço Fixo(*),17251.299162435727
322,Empregos na Própria Residência,2205.5590127218043
322,Empregos Sem Endereço Fixo(**),1317.9078147653163
323,Empregos em Endereço Fixo(*),3455.6476265205747
323,Empregos na Própria Residência,2513.751026881056
323,Empregos Sem Endereço Fixo(**),5018.555095105331
324,Empregos em Endereço Fixo(*),13558.660103043629
324,Empregos na Própria Residência,6507.148263649943
324,Empregos Sem Endereço Fixo(**),2474.209060629005
325,Empregos em Endereço Fixo(*),7997.82348575755
325,Empregos na Própria Residência,1015.8505081230776
325,Empregos Sem Endereço Fixo(**),2275.1534211954913
326,Empregos em Endereço Fixo(*),4102.861290398767
326,Empregos na Própria Residência,1251.7200614273502
326,Empregos Sem Endereço Fixo(**),6041.831358910442
327,Empregos em Endereço Fixo(*),4130.598064669954
327,Empregos na Própria Residência,1004.5945132690165
327,Empregos Sem Endereço Fixo(**),1399.6105886942742
328,Empregos em Endereço Fixo(*),12434.198253251021
328,Empregos na Própria Residência,1700.089439990848
328,Empregos Sem Endereço Fixo(**),1101.0454043322754
329,Empregos em Endereço Fixo(*),17039.135035301693
329,Empregos na Própria Residência,2009.0389959600793
329,Empregos Sem Endereço Fixo(**),2288.1989656259548
330,Empregos em Endereço Fixo(*),7850.151325780766
330,Empregos na Própria Residência,2804.265296031745
330,Empregos Sem Endereço Fixo(**),3234.7675555858577
331,Empregos em Endereço Fixo(*),9494.591934873994
331,Empregos na Própria Residência,893.3117522765086
331,Empregos Sem Endereço Fixo(**),2779.4499028608757
332,Empregos em Endereço Fixo(*),9696.664873159101
332,Empregos na Própria Residência,1728.7456664836366
332,Empregos Sem Endereço Fixo(**),1878.4233532509093
333,Empregos em Endereço Fixo(*),6946.061643000466
333,Empregos na Própria Residência,242.20751914893629
333,Empregos Sem Endereço Fixo(**),1392.0054915904252
334,Empregos em Endereço Fixo(*),10460.795194299168
334,Empregos na Própria Residência,1371.4183240588238
334,Empregos Sem Endereço Fixo(**),3548.5460333999995
335,Empregos em Endereço Fixo(*),7145.694244549518
335,Empregos na Própria Residência,1560.9648793749993
335,Empregos Sem Endereço Fixo(**),1407.4436224980761
336,Empregos em Endereço Fixo(*),7483.759258557929
336,Empregos na Própria Residência,1798.3290778865578
336,Empregos Sem Endereço Fixo(**),1034.6952658732403
337,Empregos em Endereço Fixo(*),12523.139212513373
337,Empregos na Própria Residência,1636.8416510227216
337,Empregos Sem Endereço Fixo(**),1095.3929973881163
338,Empregos em Endereço Fixo(*),20054.25752871676
338,Empregos na Própria Residência,430.4468267853106
338,Empregos Sem Endereço Fixo(**),1221.843697957571
339,Empregos em Endereço Fixo(*),26884.725540325984
339,Empregos na Própria Residência,0
339,Empregos Sem Endereço Fixo(**),0
340,Empregos em Endereço Fixo(*),12381.396215691258
340,Empregos na Própria Residência,854.2739289571451
340,Empregos Sem Endereço Fixo(**),367.4914946487852
341,Empregos em Endereço Fixo(*),8069.274481020489
341,Empregos na Própria Residência,474.27201767318354
341,Empregos Sem Endereço Fixo(**),246.569594634907
342,Empregos em Endereço Fixo(*),10445.127073774967
342,Empregos na Própria Residência,1706.3403162426837
342,Empregos Sem Endereço Fixo(**),2715.7703162030034
343,Empregos em Endereço Fixo(*),427.46239052631586
343,Empregos na Própria Residência,0
343,Empregos Sem Endereço Fixo(**),147.34302888888885
344,Empregos em Endereço Fixo(*),23603.856558858573
344,Empregos na Própria Residência,1683.597650404599
344,Empregos Sem Endereço Fixo(**),2717.1811796340867
