COD_ZONA,EMPREGO_POR_SETOR_ATIVIDADE,QTD
264,Terciário,18666.207603158044
264,Outros,0
265,Secundário,2698.485257576925
265,Terciário,13157.898960808954
265,Outros,0
266,Secundário,1979.422941241792
266,Terciário,4425.306673373183
266,Outros,0
267,Secundário,2301.321507111683
267,Terciário,7948.204148667803
267,Outros,0
268,Secundário,842.2777370872932
268,Terciário,10224.487890730197
268,Outros,0
269,Secundário,2529.0896889715655
269,Terciário,15824.531082355552
269,Outros,0
270,Secundário,255.985429950869
270,Terciário,9555.879556089494
270,Outros,0
271,Secundário,37.87422973126172
271,Terciário,12718.870328291516
271,Outros,669.3503703599995
272,Secundário,1177.8676604818695
272,Terciário,11849.91976436095
272,Outros,0
273,Secundário,5189.238527611269
273,Terciário,21888.41258411198
273,Outros,0
274,Secundário,3851.0343120645202
274,Terciário,30538.305965038922
274,Outros,0
275,Secundário,6184.8840680621925
275,Terciário,18202.868725243912
275,Outros,0
276,Secundário,4889.202109210223
276,Terciário,18329.45914505119
276,Outros,172.4679161904762
277,Secundário,3525.345820546927
277,Terciário,22764.00087538381
277,Outros,0
278,Secundário,4830.704157201538
278,Terciário,16835.663333980025
278,Outros,0
279,Secundário,2050.0909451969064
279,Terciário,15788.89116348772
279,Outros,0
280,Secundário,9567.92522717994
280,Terciário,18599.538091175396
280,Outros,0
281,Secundário,2445.1573564326773
281,Terciário,17025.177288379895
281,Outros,0
282,Secundário,3383.2843613635623
282,Terciário,19419.21474362891
282,Outros,0
283,Secundário,430.814418646994
283,Terciário,3258.2730232096073
283,Outros,0
284,Secundário,2618.675592145054
284,Terciário,10398.174568997358
284,Outros,0
285,Secundário,3971.3910511589943
285,Terciário,23414.462378547018
285,Outros,0
286,Secundário,6785.861261483172
286,Terciário,12555.317440938683
286,Outros,0
287,Secundário,2960.3919259563013
287,Terciário,11771.38957805073
287,Outros,0
288,Secundário,979.6352741463414
288,Terciário,7870.21047081649
288,Outros,0
289,Secundário,3171.441804693646
289,Terciário,17893.836187894463
289,Outros,0
290,Secundário,1025.6117499117652
290,Terciário,8689.773861726215
290,Outros,0
291,Secundário,2777.4088258609663
291,Terciário,15292.910629826638
291,Outros,0
292,Secundário,2685.4846753861466
292,Terciário,7961.452035185432
292,Outros,0
293,Secundário,637.5112503178234
293,Terciário,26541.927923093524
293,Outros,0
294,Secundário,507.1912736209251
294,Terciário,14552.62534584584
294,Outros,0
295,Secundário,3845.2703376010336
295,Terciário,15739.257452333546
295,Outros,0
296,Secundário,822.9206576548679
296,Terciário,643.6092828066335
296,Outros,130.89281848548387
297,Secundário,260.96603477084483
297,Terciário,497.9125690304967
297,Outros,39.62092420612417
298,Secundário,5727.02697422467
298,Terciário,21469.94282643673
298,Outros,471.1395443458659
299,Secundário,395.56730588485607
299,Terciário,1790.2595282308343
299,Outros,0
300,Secundário,9917.163517402943
300,Terciário,91125.24671604662
300,Outros,0
301,Secundário,657.6071921662217
301,Terciário,17506.58027819526
301,Outros,69.49873535294097
302,Secundário,1300.6252524562399
302,Terciário,28400.885200497854
302,Outros,0
303,Secundário,2415.0054660291175
303,Terciário,26281.85821522388
303,Outros,0
304,Secundário,3771.013859623868
304,Terciário,31059.14557075541
304,Outros,0
305,Secundário,3486.6467559453317
305,Terciário,22796.017453410772
305,Outros,0
306,Secundário,5513.1901089253
306,Terciário,13774.529139717462
306,Outros,0
307,Secundário,4858.494074685839
307,Terciário,19287.6915070214
307,Outros,0
308,Secundário,1822.021368792245
308,Terciário,6462.998225484528
308,Outros,0
309,Secundário,2487.0653018996395
309,Terciário,9929.449091271243
309,Outros,0
310,Secundário,580.9764625520841
310,Terciário,7708.732620024576
310,Outros,0
311,Secundário,2245.680637166956
311,Terciário,14318.819784345207
311,Outros,0
312,Secundário,1324.5209416912232
312,Terciário,13403.28450810237
312,Outros,0
313,Secundário,791.9083431298883
313,Terciário,4274.782903078099
313,Outros,0
314,Secundário,1631.5358685148499
314,Terciário,26145.052991936787
314,Outros,0
315,Secundário,6809.306716428491
315,Terciário,24292.902903945935
315,Outros,0
316,Secundário,859.2312836978372
316,Terciário,13058.495858528537
316,Outros,0
317,Secundário,786.9367157052288
317,Terciário,6924.258180945057
317,Outros,6.603856336231852
318,Secundário,295.2434389658293
318,Terciário,12751.118235856715
318,Outros,0
319,Secundário,792.3130711244777
319,Terciário,19611.32590998961
319,Outros,0
320,Secundário,1917.103031414958
320,Terciário,10185.17528734612
320,Outros,0
321,Secundário,1118.6544824891826
321,Terciário,22226.07812786924
321,Outros,0
322,Secundário,2913.665020447699
322,Terciário,17861.100969475152
322,Outros,0
323,Secundário,1766.0214251873172
323,Terciário,9221.932323319643
323,Outros,0
324,Secundário,2951.629432719811
324,Terciário,19588.387994602766
324,Outros,0
325,Secundário,679.9682896800007
325,Terciário,10608.859125396119
325,Outros,0
326,Secundário,3557.925672869271
326,Terciário,7838.4870378672895
326,Outros,0
327,Secundário,630.0303554459609
327,Terciário,5904.772811187284
327,Outros,0
328,Secundário,1282.090918191813
328,Terciário,13953.242179382329
328,Outros,0
329,Secundário,3304.091626706938
329,Terciário,18032.28137018079
329,Outros,0
330,Secundário,2118.6866737100486
330,Terciário,11770.49750368832
330,Outros,0
331,Secundário,3308.799360336437
331,Terciário,9858.55422967494
331,Outros,0
332,Secundário,3666.401381498019
332,Terciário,9637.43251139563
332,Outros,0
333,Secundário,2728.7745752300166
333,Terciário,5851.500078509811
333,Outros,0
334,Secundário,2989.9001934477014
334,Terciário,12390.859358310285
334,Outros,0
335,Secundário,780.9888129400535
335,Terciário,9333.11393348254
335,Outros,0
336,Secundário,1014.6118031444473
336,Terciário,9302.171799173278
336,Outros,0
337,Secundário,1123.4324273680622
337,Terciário,14131.941433556152
337,Outros,0
338,Secundário,4759.738379043107
338,Terciário,16946.80967441654
338,Outros,0
339,Secundário,502.50341789296647
339,Terciário,26382.22212243302
339,Outros,0
340,Secundário,1939.0997380164881
340,Terciário,11664.061901280698
340,Outros,0
341,Secundário,578.6429725131837
341,Terciário,8211.473120815397
341,Outros,0
342,Secundário,2291.9090545025647
342,Terciário,12575.32865171809
342,Outros,0
343,Secundário,121.43854315789477
343,Terciário,453.36687625730997
343,Outros,0
344,Secundário,8361.37428963228
344,Terciário,19484.06995190434
344,Outros,159.19114736065575
345,Secundário,2743.5923348119372
345,Terciário,7096.835705702208
345,Outros,0
346,Secundário,378.6496233742135
346,Terciário,0
346,Outros,0
347,Secundário,11592.798044037176
347,Terciário,16348.17398241884
347,Outros,0
348,Secundário,713.2493013168553
348,Terciário,2081.312027254481
348,Outros,0
349,Secundário,0
349,Terciário,257.9665313511863
349,Outros,0
350,Secundário,2943.457988513765
350,Terciário,6883.758559278887
350,Outros,0
351,Secundário,1785.0839745703875
351,Terciário,13440.87285117451
351,Outros,0
352,Secundário,823.9950459669582
352,Terciário,4108.910160840555
352,Outros,0
353,Secundário,0
353,Terciário,476.2325470772809
353,Outros,0
354,Secundário,0
354,Terciário,434.72078670769264
354,Outros,0
355,Secundário,2104.9728032315043
355,Terciário,15510.770413155997
355,Outros,0
356,Secundário,2673.8853558758365
356,Terciário,11637.093071658208
356,Outros,0
357,Secundário,493.00857379970154
357,Terciário,298.1500899999998
357,Outros,0
358,Secundário,4658.238650492612
358,Terciário,9517.52303230048
358,Outros,182.56976735294117
359,Secundário,2781.760644018357
359,Terciário,5469.154507054168
359,Outros,0
360,Secundário,3461.097758169508
360,Terciário,6460.92370568699
360,Outros,0
361,Secundário,1631.980613652171
361,Terciário,3202.9036392861444
361,Outros,0
362,Secundário,2099.903077585636
362,Terciário,28164.26387940385
362,Outros,0
363,Secundário,3746.118998882679
363,Terciário,31039.353286362813
363,Outros,0
364,Secundário,16368.70325469238
364,Terciário,10696.353200348447
364,Outros,0
365,Secundário,7427.050887173007
365,Terciário,9025.797995689241
365,Outros,0
366,Secundário,9710.369239946083
366,Terciário,27938.178218005647
366,Outros,0
367,Secundário,981.7737330255103
367,Terciário,10409.118689320745
367,Outros,0
368,Secundário,1971.6063760396664
368,Terciário,18853.77560453281
368,Outros,0
369,Secundário,5004.582499770968
369,Terciário,16180.15347418268
369,Outros,0
370,Secundário,4741.158050806311
370,Terciário,27719.996958501833
370,Outros,0
371,Secundário,2331.674641908336
371,Terciário,7645.051106013623
371,Outros,0
372,Secundário,1720.0610193796397
372,Terciário,12196.013893250678
372,Outros,0
373,Secundário,4407.108466541705
373,Terciário,16179.635546859528
373,Outros,0
374,Secundário,291.56686889281417
374,Terciário,17494.227676974464
374,Outros,0
375,Secundário,10692.604243953981
375,Terciário,21087.036931132243
375,Outros,0
376,Secundário,7113.614699925627
376,Terciário,12704.825705996982
376,Outros,0
377,Secundário,19031.921991871895
377,Terciário,37954.471679857495
377,Outros,0
378,Secundário,13538.153570285704
378,Terciário,25130.006600107896
378,Outros,0
379,Secundário,1528.8018980942802
379,Terciário,11707.537478469998
379,Outros,0
380,Secundário,3178.773318837209
380,Terciário,14308.3413472582
380,Outros,0
381,Secundário,0
381,Terciário,0
381,Outros,0
382,Secundário,3091.2101020553127
382,Terciário,15453.386555335597
382,Outros,0
383,Secundário,3476.8600850657967
383,Terciário,11281.017892021648
383,Outros,0
384,Secundário,3400.5703685921007
384,Terciário,5637.223294785551
384,Outros,0
385,Secundário,0
385,Terciário,452.0472590649344
385,Outros,0
386,Secundário,2256.9622759861822
386,Terciário,1004.5459757568497
386,Outros,897.2855657857134
387,Secundário,10870.518922172365
387,Terciário,19671.71612686876
387,Outros,0
388,Secundário,1643.2123608712304
388,Terciário,1537.5015823405486
388,Outros,0
389,Secundário,1996.4110476277974
389,Terciário,14835.999981014214
389,Outros,73.83891499999994
390,Secundário,630.6333475392995
390,Terciário,1543.9602944277494
390,Outros,545.6683800611012
391,Secundário,4773.882478111522
391,Terciário,14333.083628535747
391,Outros,0
392,Secundário,0
392,Terciário,485.3672969497492
392,Outros,0
393,Secundário,9778.118834295576
393,Terciário,15004.028010123151
393,Outros,0
394,Secundário,1180.897320473949
394,Terciário,2838.4465855354047
394,Outros,0
395,Secundário,6516.551284618708
395,Terciário,23974.763137427843
395,Outros,0
396,Secundário,10744.042445053701
396,Terciário,18712.913500864295
396,Outros,0
397,Secundário,9897.503231594706
397,Terciário,14261.984968013803
397,Outros,0
398,Secundário,10376.93770289679
398,Terciário,13038.226657693467
398,Outros,0
399,Secundário,3925.917970107288
399,Terciário,7077.91223676363
399,Outros,845.4340802447392
400,Secundário,12191.624801898799
400,Terciário,19558.635017559234
400,Outros,0
401,Secundário,12335.488701099497
401,Terciário,41454.17031118541
401,Outros,925.6245980000008
402,Secundário,1147.000424604262
402,Terciário,4133.840443921224
402,Outros,99.44425972868198
403,Secundário,2305.7701314010033
403,Terciário,1449.514738155693
403,Outros,152.9860097245515
404,Secundário,4256.663084995882
404,Terciário,46476.61555193448
404,Outros,0
405,Secundário,2626.0205173323757
405,Terciário,16553.694231416834
405,Outros,0
406,Secundário,2542.1628966580292
406,Terciário,19908.53110812672
406,Outros,0
407,Secundário,8808.410092190166
407,Terciário,19948.01546767564
407,Outros,0
408,Secundário,3018.972851761735
408,Terciário,12112.858842170883
408,Outros,1145.6106791891043
409,Secundário,925.2622525181996
409,Terciário,2975.9774731641137
409,Outros,80.04400340120691
410,Secundário,4250.868554952777
410,Terciário,1177.70917902789
410,Outros,880.1924565174028
411,Secundário,2513.6671319909497
411,Terciário,2363.8945157059256
411,Outros,388.9074483491071
412,Secundário,3325.732969250106
412,Terciário,7887.96084051648
412,Outros,0
413,Secundário,1963.6207730680972
413,Terciário,3941.963861344443
413,Outros,263.75099327500004
414,Secundário,885.2980473701205
414,Terciário,7484.734401638624
414,Outros,822.5214420631588
415,Secundário,171.76706399999995
415,Terciário,3107.249921273574
415,Outros,520.5710417454546
416,Secundário,2280.7982830170986
416,Terciário,7476.900765316509
416,Outros,443.02904103225796
417,Secundário,2981.1159325349936
417,Terciário,21248.00475596712
417,Outros,0
418,Secundário,1638.065332302187
418,Terciário,12539.83336258508
418,Outros,0
419,Secundário,3038.4372462331135
419,Terciário,14876.494268568873
419,Outros,0
420,Secundário,1663.7841619891149
420,Terciário,7442.10573090504
420,Outros,0
421,Secundário,13330.949103100236
421,Terciário,26074.77240560982
421,Outros,0
422,Secundário,8038.878415648331
422,Terciário,74653.51066491137
422,Outros,0
423,Secundário,870.472143678161
423,Terciário,8820.012613537543
423,Outros,0
424,Secundário,861.1875273795921
424,Terciário,10039.405889654969
424,Outros,0
425,Secundário,2441.034594960751
425,Terciário,4439.882774449839
425,Outros,0
426,Secundário,1806.4427791797027
426,Terciário,14383.430652272531
426,Outros,0
427,Secundário,3936.7655198222437
427,Terciário,12573.766487267809
427,Outros,0
428,Secundário,1903.6772317891505
428,Terciário,10271.153365181648
428,Outros,0
429,Secundário,3722.6021457186043
429,Terciário,12335.928621951007
429,Outros,0
430,Secundário,3435.951114065529
430,Terciário,9092.651536714027
430,Outros,0
431,Secundário,11034.242533736047
431,Terciário,21466.39164797922
431,Outros,0
432,Secundário,6301.910816968528
432,Terciário,29461.71030713985
432,Outros,0
433,Secundário,5936.231808885256
433,Terciário,14011.693382838539
433,Outros,0
434,Secundário,727.4124776906793
434,Terciário,566.2318899494811
434,Outros,0
435,Secundário,22178.187477466927
435,Terciário,10605.794050036824
435,Outros,0
436,Secundário,7741.087935304769
436,Terciário,48990.11923432616
436,Outros,402.8996836885256
437,Secundário,7480.581261284023
437,Terciário,29690.41887808029
437,Outros,0
438,Secundário,5053.244814846782
438,Terciário,15308.661154019177
438,Outros,0
439,Secundário,753.8780206578949
439,Terciário,1688.9461185084856
439,Outros,449.00740359705844
440,Secundário,8573.0073197617
440,Terciário,23577.22955092622
440,Outros,0
441,Secundário,685.7594361216833
441,Terciário,2697.880150977241
441,Outros,0
442,Secundário,1174.7736542213331
442,Terciário,2440.9365799998877
442,Outros,64.643949760000055
443,Secundário,1268.8651850314836
443,Terciário,1523.759976560004
443,Outros,55.883827409638556
444,Secundário,1204.4484022040626
444,Terciário,4426.491163663745
444,Outros,0
445,Secundário,15902.215128070717
445,Terciário,21755.57779309601
445,Outros,0
446,Secundário,18569.139328043177
446,Terciário,18206.73684080254
446,Outros,0
447,Secundário,4536.256024552653
447,Terciário,20527.580336413568
447,Outros,0
448,Secundário,2351.305591471614
448,Terciário,29135.233932914118
448,Outros,0
449,Secundário,10186.81825170791
449,Terciário,61473.76294598637
449,Outros,0
450,Secundário,6367.157783682581
450,Terciário,36169.00947400536
450,Outros,0
451,Secundário,11756.28112739953
451,Terciário,28367.391261727964
451,Outros,0
452,Secundário,4343.866196974495
452,Terciário,7017.541152549704
452,Outros,0
453,Secundário,305.07770673316884
453,Terciário,5984.301975494207
453,Outros,0
454,Secundário,17690.333514527294
454,Terciário,29438.891294257788
454,Outros,0
455,Secundário,9989.152056594705
455,Terciário,35441.35525682739
455,Outros,0
456,Secundário,10425.23162686565
456,Terciário,21522.53351801961
456,Outros,0
457,Secundário,26049.2602617613
457,Terciário,24599.457120406358
457,Outros,0
458,Secundário,7575.467215299719
458,Terciário,11851.445079753435
458,Outros,0
459,Secundário,2412.4200300815137
459,Terciário,10688.300012876167
459,Outros,0
460,Secundário,2844.947297384845
460,Terciário,30506.070503190353
460,Outros,0
461,Secundário,4241.611486999143
461,Terciário,10647.29314272585
461,Outros,0
462,Secundário,3871.580546323571
462,Terciário,13921.52455889493
462,Outros,0
463,Secundário,3103.4230387259895
463,Terciário,15288.77280921561
463,Outros,0
464,Secundário,3492.986265930918
464,Terciário,13013.740487776999
464,Outros,0
465,Secundário,4088.0597753984853
465,Terciário,12073.799464313766
465,Outros,0
466,Secundário,13427.831673457145
466,Terciário,25004.513598824873
466,Outros,50.462955560975615
467,Secundário,3102.7591958755374
467,Terciário,7375.895411555068
467,Outros,308.2778552355555
468,Secundário,12949.680965092582
468,Terciário,34851.487729703695
468,Outros,0
469,Secundário,170.82180340517735
469,Terciário,1114.9850785013462
469,Outros,66.91006308453096
470,Secundário,1471.8710924619381
470,Terciário,3328.3907133638772
470,Outros,193.73363923809507
471,Secundário,1521.7714661414107
471,Terciário,3674.0894661086577
471,Outros,170.88779752173895
472,Secundário,5675.880283121852
472,Terciário,8333.549246455335
472,Outros,0
473,Secundário,1096.7167012621715
473,Terciário,2744.866616278846
473,Outros,0
474,Secundário,943.2609938461251
474,Terciário,1196.1237500236366
474,Outros,153.8993869740854
475,Secundário,2368.9199537099557
475,Terciário,7051.290607414715
475,Outros,0
476,Secundário,10139.61354765221
476,Terciário,39575.19522594285
476,Outros,0
477,Secundário,3738.9453388043007
477,Terciário,27086.575813732274
477,Outros,0
478,Secundário,16415.506469392843
478,Terciário,67353.90173096642
478,Outros,0
479,Secundário,1308.673331745213
479,Terciário,5439.945739486761
479,Outros,0
480,Secundário,1296.7125443644381
480,Terciário,7232.657791619906
480,Outros,0
481,Secundário,2158.868337970254
481,Terciário,17459.846051578515
481,Outros,0
482,Secundário,5378.705561514151
482,Terciário,5634.967586511752
482,Outros,124.14583846153852
483,Secundário,1042.753940629512
483,Terciário,4436.87882869024
483,Outros,0
484,Secundário,3808.114080132545
484,Terciário,15726.26214868524
484,Outros,195.56906147368412
485,Secundário,4331.456801389015
485,Terciário,21955.91331155307
485,Outros,0
486,Secundário,3274.2518004021963
486,Terciário,15677.476153569743
486,Outros,0
487,Secundário,2049.15700569637
487,Terciário,5800.089360411156
487,Outros,0
488,Secundário,1793.6376624917566
488,Terciário,6739.132367008722
488,Outros,0
489,Secundário,2344.9729901619617
489,Terciário,21429.1822771937
489,Outros,0
490,Secundário,1336.9479565037716
490,Terciário,25451.14754820018
490,Outros,0
491,Secundário,1257.9242230523103
491,Terciário,14622.62302123056
491,Outros,0
492,Secundário,1617.0832033192387
492,Terciário,33445.15958646696
492,Outros,0
493,Secundário,1245.5825989772738
493,Terciário,4345.15300401394
493,Outros,0
494,Secundário,2048.320805740667
494,Terciário,6235.881450294495
494,Outros,0
495,Secundário,5700.057554911206
495,Terciário,19215.43428523782
495,Outros,0
496,Secundário,1595.0708337184858
496,Terciário,14306.973391769438
496,Outros,0
497,Secundário,1857.4031389171437
497,Terciário,3003.0875284029044
497,Outros,0
498,Secundário,1734.8786754205535
498,Terciário,15580.352188379591
498,Outros,0
499,Secundário,2744.081916276745
499,Terciário,18132.220030976423
499,Outros,0
500,Secundário,2182.670814346412
500,Terciário,13845.45887098289
500,Outros,0
501,Secundário,2115.1698762096134
501,Terciário,12254.488874363862
501,Outros,0
502,Secundário,4852.046260960462
502,Terciário,17094.25160801471
502,Outros,0
503,Secundário,4754.831472991534
503,Terciário,4964.720916604393
503,Outros,0
504,Secundário,3256.113977827939
504,Terciário,18880.37489029371
504,Outros,0
505,Secundário,134.18949876767675
505,Terciário,1228.5852276459893
505,Outros,0
506,Secundário,8319.89839783408
506,Terciário,20209.46662737347
506,Outros,0
507,Secundário,11335.909417913745
507,Terciário,14676.697036636415
507,Outros,0
508,Secundário,12270.683740307864
508,Terciário,35240.30580463102
508,Outros,0
509,Secundário,423.1098911014491
509,Terciário,1189.5548617116788
509,Outros,0
510,Secundário,0
510,Terciário,52.08861421739127
510,Outros,0
511,Secundário,2462.1466405682395
511,Terciário,8710.615999690704
511,Outros,0
512,Secundário,6894.494004646469
512,Terciário,9953.446765867131
512,Outros,958.7036632392852
513,Secundário,69.84817711475407
513,Terciário,464.4374966353701
513,Outros,0
514,Secundário,7638.072557036502
514,Terciário,18836.87560960437
514,Outros,29.859499754386007
515,Secundário,8041.119712665823
515,Terciário,17120.833887853587
515,Outros,0
516,Secundário,11270.590045568752
516,Terciário,36977.1408589124
516,Outros,0
517,Secundário,971.8551748214288
517,Terciário,4170.834611809491
517,Outros,0
