COD_ZONA,GENERO,QTD
260,Masculino,21098.05901290031
260,Feminino,24926.942303264877
261,Masculino,24765.719976525423
261,Feminino,31550.277819038743
262,Masculino,40462.90728944105
262,Feminino,44719.11039222053
263,Masculino,28398.71241890643
263,Feminino,34813.2803084096
264,Masculino,36058.28118834709
264,Feminino,30889.707975921552
265,Masculino,21284.93143737257
265,Feminino,22962.062839449205
266,Masculino,9234.259342268417
266,Feminino,9524.743492005333
267,Masculino,11328.161851209248
267,Feminino,13880.840209820359
268,Masculino,7294.0815315701575
268,Feminino,6680.918558624663
269,Masculino,9279.617794562879
269,Feminino,12179.38602395
270,Masculino,4226.899212834983
270,Feminino,5067.100755115914
271,Masculino,0
271,Feminino,0
272,Masculino,8739.49027467143
272,Feminino,10766.512303800011
273,Masculino,24209.420810925254
273,Feminino,37266.56441820828
274,Masculino,16016.947701528856
274,Feminino,19809.049802340287
275,Masculino,20423.88017717036
275,Feminino,17815.119888428882
276,Masculino,46404.22101699842
276,Feminino,46200.76496193796
277,Masculino,27186.398862574562
277,Feminino,32265.602541771048
278,Masculino,66915.07333404069
278,Feminino,71923.91257731491
279,Masculino,32772.29293893724
279,Feminino,50729.71508397582
280,Masculino,7045.301199230329
280,Feminino,13068.70098854805
281,Masculino,16598.812635345428
281,Feminino,24423.1819522021
282,Masculino,15333.190359037282
282,Feminino,18456.80362389255
283,Masculino,4973.49734746192
283,Feminino,5710.5052110895995
284,Masculino,25362.324495740206
284,Feminino,25638.677018880833
285,Masculino,51541.37289323135
285,Feminino,54738.59900304769
286,Masculino,4144.701486789736
286,Feminino,4974.300527785127
287,Masculino,12978.040286758278
287,Feminino,14298.964032970543
288,Masculino,10726.896386298431
288,Feminino,11103.101959728956
289,Masculino,21825.515953759306
289,Feminino,25723.483570639302
290,Masculino,27045.997957963227
290,Feminino,29018.994641323516
291,Masculino,38289.92110035147
291,Feminino,37519.09396414954
292,Masculino,31089.78611710952
292,Feminino,34543.20220997144
293,Masculino,39606.85102336027
293,Feminino,46424.146972569484
294,Masculino,52155.14609158072
294,Feminino,61321.86814534748
295,Masculino,55435.95019158743
295,Feminino,58744.03960903822
296,Masculino,1998.462889930645
296,Feminino,2149.536760503226
297,Masculino,1376.1599356881234
297,Feminino,1530.840321531622
298,Masculino,67684.1241000882
298,Feminino,77963.89023943391
299,Masculino,3937.947913851067
299,Feminino,4425.049938117025
300,Masculino,15297.474561047495
300,Feminino,19607.536370279202
301,Masculino,6090.916035657744
301,Feminino,6392.085966962559
302,Masculino,7613.00247135714
302,Feminino,8773.998156160711
303,Masculino,5257.899040542228
303,Feminino,5067.099735743861
304,Masculino,37412.397726725
304,Feminino,41225.59706917936
305,Masculino,55361.53947798095
305,Feminino,71929.47136458615
306,Masculino,37351.93529247305
306,Feminino,44857.04535058827
307,Masculino,49041.255981534465
307,Feminino,55374.76641701644
308,Masculino,22101.30210795809
308,Feminino,19777.707739786783
309,Masculino,31729.557401548966
309,Feminino,34002.43649920257
310,Masculino,12084.213065043412
310,Feminino,16210.783302986114
311,Masculino,39100.83620892807
311,Feminino,49435.16614031366
312,Masculino,17451.514065359483
312,Feminino,20855.38033399012
313,Masculino,10417.073423978305
313,Feminino,13848.931288817761
314,Masculino,50873.69377534501
314,Feminino,54381.322000533655
315,Masculino,59964.569832309186
315,Feminino,62477.45495338279
316,Masculino,7102.871188136675
316,Feminino,8457.12803405912
317,Masculino,2067.218701223182
317,Feminino,2238.782122533326
318,Masculino,9471.117723628144
318,Feminino,13436.877861231393
319,Masculino,4915.211374331435
319,Feminino,4099.787280934295
320,Masculino,33624.22379948298
320,Feminino,40236.769464713696
321,Masculino,20442.239204102156
321,Feminino,22352.765122235734
322,Masculino,16948.7662834988
322,Feminino,22491.227120614552
323,Masculino,33090.261178677036
323,Feminino,29619.75240764712
324,Masculino,27021.402960141513
324,Feminino,44329.58512687751
325,Masculino,18328.38661801514
325,Feminino,21728.603379352437
326,Masculino,22294.90029119418
326,Feminino,28760.11201939819
327,Masculino,8903.569281481767
327,Feminino,10819.42827519585
328,Masculino,10792.088785625589
328,Feminino,11864.914903812132
329,Masculino,18935.501197476
329,Feminino,15470.498049603942
330,Masculino,19211.415978816593
330,Feminino,23070.588097877044
331,Masculino,17197.309664564113
331,Feminino,24979.698595307025
332,Masculino,21696.018703474252
332,Feminino,22035.994672587836
333,Masculino,9691.633462183949
333,Feminino,10273.365700733155
334,Masculino,19766.996118503528
334,Feminino,16916.00660387177
335,Masculino,17314.448151276276
335,Feminino,23063.560854095507
336,Masculino,22448.69134525589
336,Feminino,23136.300703385696
337,Masculino,11109.994649610582
337,Feminino,11427.00187593218
338,Masculino,14514.670798573394
338,Feminino,17029.336501831
339,Masculino,0
339,Feminino,0
340,Masculino,3514.734057130455
340,Feminino,4223.263350926659
341,Masculino,4837.763123030656
341,Feminino,5703.237320846668
342,Masculino,15397.048468150162
342,Feminino,20309.946188281017
343,Masculino,1897.0134921096494
343,Feminino,1679.9863406871345
344,Masculino,25365.525879942037
344,Feminino,27324.470469658383
345,Masculino,18005.80667261588
345,Feminino,23140.186311420464
346,Masculino,0
346,Feminino,0
347,Masculino,35476.73487373422
347,Feminino,34090.28505962851
348,Masculino,2455.711461552586
348,Feminino,2555.29006946075
349,Masculino,0
349,Feminino,0
350,Masculino,35688.09081112446
350,Feminino,36255.90312984379
351,Masculino,33266.67603353225
351,Feminino,42414.33342605684
352,Masculino,0
352,Feminino,0
353,Masculino,0
353,Feminino,0
354,Masculino,0
354,Feminino,0
355,Masculino,31173.006094783832
355,Feminino,27450.989609238375
356,Masculino,51285.78257672916
356,Feminino,54538.23857726062
357,Masculino,2027.1710489767434
357,Feminino,3194.8276151627874
358,Masculino,22301.910897228918
358,Feminino,21602.08331533482
359,Masculino,9843.455872669896
359,Feminino,7961.53952223295
360,Masculino,10416.50926145981
360,Feminino,7661.4937039762335
361,Masculino,7092.044563885448
361,Feminino,7813.956318854286
362,Masculino,7471.767685653583
362,Feminino,5813.2323581393
363,Masculino,17486.165492782915
363,Feminino,24038.835289508774
364,Masculino,7018.160713714279
364,Feminino,6400.842124719318
365,Masculino,2038.32243389786
365,Feminino,2670.6789047884954
366,Masculino,16090.850007016457
366,Feminino,15434.143966839478
367,Masculino,13319.854092684722
367,Feminino,14464.143266411596
368,Masculino,23979.748025477085
368,Feminino,28077.26328735417
369,Masculino,23237.31751262136
369,Feminino,32745.67544474314
370,Masculino,37544.75477394677
370,Feminino,48241.25515722224
371,Masculino,31732.83476009773
371,Feminino,43763.168263405896
372,Masculino,33599.32818597984
372,Feminino,33138.666539862104
373,Masculino,37786.70351250239
373,Feminino,32892.30790407031
374,Masculino,0
374,Feminino,0
375,Masculino,46710.22636219883
375,Feminino,40978.76168259699
376,Masculino,19979.892741122858
376,Feminino,20472.09824300742
377,Masculino,86533.29553810187
377,Feminino,101077.70463049284
378,Masculino,45307.95087302583
378,Feminino,53331.03214846879
379,Masculino,24419.201075861896
379,Feminino,35696.79541122498
380,Masculino,54793.76664623276
380,Feminino,49854.24600609644
381,Masculino,0
381,Feminino,0
382,Masculino,47098.32101674213
382,Feminino,51672.64548411999
383,Masculino,37400.61495524665
383,Feminino,39400.37953574767
384,Masculino,13181.720137305518
384,Feminino,15702.27507354993
385,Masculino,0
385,Feminino,0
386,Masculino,2161.9854684999978
386,Feminino,1732.01406792857
387,Masculino,37131.53279319252
387,Feminino,38959.4686576439
388,Masculino,3172.544769758597
388,Feminino,3221.455436773335
389,Masculino,18539.141331950217
389,Feminino,21937.852583496195
390,Masculino,6835.912255578201
390,Feminino,6767.088322611962
391,Masculino,38348.13142833843
391,Feminino,44267.862014218554
392,Masculino,0
392,Feminino,0
393,Masculino,48859.19965598292
393,Feminino,55944.80150037626
394,Masculino,10209.776608687938
394,Feminino,9829.222600016916
395,Masculino,46925.087180538605
395,Feminino,46529.895785155946
396,Masculino,54288.578959508144
396,Feminino,52334.420377100716
397,Masculino,34921.39922154115
397,Feminino,36676.599398992286
398,Masculino,50705.92979346621
398,Feminino,59727.06033917601
399,Masculino,34566.60215196685
399,Feminino,35996.38568839043
400,Masculino,49218.75862534262
400,Feminino,62729.228049464655
401,Masculino,62526.79600705045
401,Feminino,73581.20627204186
402,Masculino,10038.931064767428
402,Feminino,10716.07362722221
403,Masculino,7746.325490564095
403,Feminino,7990.676093942843
404,Masculino,39666.87456592997
404,Feminino,47981.13400600797
405,Masculino,16297.126270631708
405,Feminino,17594.877439465854
406,Masculino,15947.00388205105
406,Feminino,19170.988288685134
407,Masculino,57426.189038224
407,Feminino,56570.78442735993
408,Masculino,22585.604045242657
408,Feminino,24975.39910606403
409,Masculino,8490.997820094684
409,Feminino,8302.999455836622
410,Masculino,4249.7426999451955
410,Feminino,5142.257706540909
411,Masculino,7753.794720177651
411,Feminino,7611.205670838067
412,Masculino,17669.7464519249
412,Feminino,18660.253753959703
413,Masculino,12850.017232597216
413,Feminino,13854.984727856476
414,Masculino,16294.148728933807
414,Feminino,15182.849084834945
415,Masculino,8314.495669847358
415,Feminino,8244.508095953066
416,Masculino,13314.013935294395
416,Feminino,15286.989497577993
417,Masculino,20663.55536778951
417,Feminino,23105.446349167814
418,Masculino,25623.34558019542
418,Feminino,24864.66245783367
419,Masculino,16458.294651141907
419,Feminino,20952.70376962233
420,Masculino,2268.1621125089587
420,Feminino,2191.8388738351236
421,Masculino,7242.612036508813
421,Feminino,7585.389607394943
422,Masculino,25199.638125104248
422,Feminino,30559.361933979748
423,Masculino,14891.766200691363
423,Feminino,16559.232581242522
424,Masculino,10209.320281380958
424,Feminino,13592.676668240189
425,Masculino,13564.248736966214
425,Feminino,13278.75293000623
426,Masculino,9151.252907363807
426,Feminino,10490.74640925258
427,Masculino,21245.184394936066
427,Feminino,20680.827067918268
428,Masculino,23931.037958087945
428,Feminino,28059.966982162157
429,Masculino,33294.37585954014
429,Feminino,26417.639479866837
430,Masculino,21893.52997842752
430,Feminino,18976.466019641593
431,Masculino,46169.98764882178
431,Feminino,59588.005964521915
432,Masculino,49333.46453297008
432,Feminino,62108.549826328184
433,Masculino,59089.081017105884
433,Feminino,58815.94441538485
434,Masculino,1540.5273555011074
434,Feminino,1498.4715397893556
435,Masculino,16536.880781849282
435,Feminino,17627.115722334762
436,Masculino,55783.37057229631
436,Feminino,72099.651575152835
437,Masculino,80235.93221766617
437,Feminino,87620.12164008076
438,Masculino,47530.281935310464
438,Feminino,48230.69199139324
439,Masculino,12379.173756650158
439,Feminino,12892.825142897831
440,Masculino,37650.55283760516
440,Feminino,43584.46677130516
441,Masculino,9623.147862428817
441,Feminino,13200.854015217084
442,Masculino,5728.727765744184
442,Feminino,7999.2702310744335
443,Masculino,6307.907552629042
443,Feminino,6605.092442512575
444,Masculino,15989.434751390574
444,Feminino,19602.557107098135
445,Masculino,45008.481868368435
445,Feminino,50473.486409435696
446,Masculino,27171.54212625142
446,Feminino,27816.44788920901
447,Masculino,21762.58233050312
447,Feminino,22711.410520030357
448,Masculino,22184.090840072884
448,Feminino,23289.920303187286
449,Masculino,30210.268933827
449,Feminino,36994.74563285087
450,Masculino,83993.34713329624
450,Feminino,88266.64411737959
451,Masculino,45436.11504903439
451,Feminino,56734.88713123963
452,Masculino,21007.381274706288
452,Feminino,26129.613490614658
453,Masculino,14139.638675620778
453,Feminino,16480.35064223851
454,Masculino,72838.9678197739
454,Feminino,70090.01106655611
455,Masculino,31807.94238002289
455,Feminino,25618.061851577786
456,Masculino,49666.94371040737
456,Feminino,49939.06900321291
457,Masculino,56477.68146664802
457,Feminino,51477.30120458682
458,Masculino,29363.890380823203
458,Feminino,31879.118432318974
459,Masculino,32071.453280293557
459,Feminino,42445.56060024143
460,Masculino,30498.167239614046
460,Feminino,28636.819770918148
461,Masculino,20395.432613806624
461,Feminino,27683.56680300992
462,Masculino,45910.57442616299
462,Feminino,55060.40699539779
463,Masculino,27447.611096226065
463,Feminino,39386.391630853315
464,Masculino,34721.31329531202
464,Feminino,37976.67287972852
465,Masculino,55854.14173544545
465,Feminino,60171.884797077415
466,Masculino,29524.38159297333
466,Feminino,26201.624335939265
467,Masculino,10501.339878646262
467,Feminino,9095.656669005148
468,Masculino,69403.43684790726
468,Feminino,83214.58636244484
469,Masculino,3012.862607822461
469,Feminino,2245.138728693244
470,Masculino,3870.990497314282
470,Feminino,4063.0106875809483
471,Masculino,7810.177886187954
471,Feminino,7394.820697391416
472,Masculino,20008.70023860869
472,Feminino,19949.29936367773
473,Masculino,9923.355566666518
473,Feminino,11029.648881653166
474,Masculino,2807.27493454878
474,Feminino,3143.7242305243894
475,Masculino,15076.63079414716
475,Feminino,14918.372611471841
476,Masculino,35393.341183875564
476,Feminino,47573.645821426675
477,Masculino,23056.976513746966
477,Feminino,23248.028621004014
478,Masculino,0
478,Feminino,0
479,Masculino,0
479,Feminino,0
480,Masculino,18537.945256136318
480,Feminino,23512.061570011014
481,Masculino,33879.112877206484
481,Feminino,30910.88420904251
482,Masculino,8783.793232324791
482,Feminino,11010.20727625642
483,Masculino,1917.226066483333
483,Feminino,1401.774539308333
484,Masculino,63345.33355213973
484,Feminino,68347.66970896821
485,Masculino,52387.041269617956
485,Feminino,58285.95643226784
486,Masculino,34547.07089621958
486,Feminino,35096.929042038486
487,Masculino,15800.961366120171
487,Feminino,17982.028750126632
488,Masculino,23490.433590197557
488,Feminino,20157.55860934683
489,Masculino,2426.1163077347783
489,Feminino,2028.8837693188748
490,Masculino,4854.6650894331515
490,Feminino,6667.333474591796
491,Masculino,14309.0964256518
491,Feminino,22590.89812201932
492,Masculino,29919.40022670153
492,Feminino,30342.60882002341
493,Masculino,14535.3522892672
493,Feminino,16495.645462046
494,Masculino,31067.19333126546
494,Feminino,32495.820088208027
495,Masculino,53049.49369093048
495,Feminino,68919.50935643082
496,Masculino,36541.394307215596
496,Feminino,35517.59570902872
497,Masculino,6021.343387117659
497,Feminino,6768.659699635587
498,Masculino,4406.651487572374
498,Feminino,7193.3463576473805
499,Masculino,61099.69840406507
499,Feminino,68240.28672979325
500,Masculino,22916.69643857968
500,Feminino,26900.315990108807
501,Masculino,24285.228250238477
501,Feminino,27016.775740092995
502,Masculino,10483.389047139543
502,Feminino,10258.6138330189
503,Masculino,2859.481562944261
503,Feminino,3043.5203186977087
504,Masculino,49662.45884790845
504,Feminino,56645.56435942311
505,Masculino,3762.1687295858565
505,Feminino,4170.832011404038
506,Masculino,14848.570432825316
506,Feminino,18412.42744781048
507,Masculino,9931.442061917936
507,Feminino,13393.561390234117
508,Masculino,70405.29066429836
508,Feminino,68447.69923683269
509,Masculino,2340.310560839726
509,Feminino,3164.688404873826
510,Masculino,0
510,Feminino,0
511,Masculino,16170.29203566675
511,Feminino,19945.698629300143
512,Masculino,28346.372521213798
512,Feminino,22210.617503615442
513,Masculino,1697.6183521013409
513,Feminino,1889.3824585196223
514,Masculino,54627.30914149399
514,Feminino,49998.68757158128
515,Masculino,60295.77429067657
515,Feminino,60525.233915008364
516,Masculino,64420.23949788738
516,Feminino,67187.73935073928
517,Masculino,8590.086916905844
517,Feminino,9516.916386894474
