COD_ZONA,TIPO_RENDA,QTD
261,Per Capita,1079.2893680702884
261,Familiar...5,3213.1273686852314
262,Familiar...3,2723.5016794819626
262,Per Capita,871.4487376123922
262,Familiar...5,2452.8355459468366
263,Familiar...3,2494.710839245971
263,Per Capita,780.0806828104817
263,Familiar...5,2200
264,Familiar...3,3217.91719905331
264,Per Capita,1052.742692565656
264,Familiar...5,3213.1273686852314
265,Familiar...3,3179.5467411916
265,Per Capita,1033.9079356680488
265,Familiar...5,2000
266,Familiar...3,2606.3633272304623
266,Per Capita,846.6962906537318
266,Familiar...5,2708.305295265307
267,Familiar...3,3533.1654369037
267,Per Capita,1143.523917761938
267,Familiar...5,2900
268,Familiar...3,9306.8173194980809
268,Per Capita,3330.8724255984002
268,Familiar...5,6843.126521721684
269,Familiar...3,8310.568724698058
269,Per Capita,3301.919769716787
269,Familiar...5,7300
270,Familiar...3,6285.526031158896
270,Per Capita,2480.6659739395277
270,Familiar...5,5223.90246383501
271,Familiar...3,0
271,Per Capita,0
271,Familiar...5,0
272,Familiar...3,4578.733574066148
272,Per Capita,1674.5965856397215
272,Familiar...5,4209.082628655712
273,Familiar...3,4293.699974485448
273,Per Capita,1520.2143291615125
273,Familiar...5,3213.1273686852314
274,Familiar...3,5216.955507306008
274,Per Capita,1927.7078607025069
274,Familiar...5,3987.8200213074133
275,Familiar...3,5931.07982223329
275,Per Capita,2241.274700809259
275,Familiar...5,4949.292915471136
276,Familiar...3,3735.6374734966844
276,Per Capita,1228.4527827252127
276,Familiar...5,3213.1273686852314
277,Familiar...3,3878.7267406113688
277,Per Capita,1356.012457406134
277,Familiar...5,3044.220031372028
278,Familiar...3,2669.974240228821
278,Per Capita,865.2430186048482
278,Familiar...5,2500
279,Familiar...3,2306.566500400156
279,Per Capita,758.5128359753159
279,Familiar...5,2201.7328755473914
280,Familiar...3,5488.251942234367
280,Per Capita,1991.8581495757523
280,Familiar...5,4442.6219037445335
281,Familiar...3,6953.407043599223
281,Per Capita,2535.7513630605354
281,Familiar...5,5223.90246383501
282,Familiar...3,3513.3620153443644
282,Per Capita,1221.6690643097925
282,Familiar...5,3200
283,Familiar...3,4116.8106754330265
283,Per Capita,1482.3443350558334
283,Familiar...5,4000
284,Familiar...3,3268.2366887685116
284,Per Capita,1067.6030198990104
284,Familiar...5,2800
285,Familiar...3,2514.057147124733
285,Per Capita,807.3702218537986
285,Familiar...5,2201.7328755473914
286,Familiar...3,4180.821069293475
286,Per Capita,1537.1471371176349
286,Familiar...5,3778.188723137328
287,Familiar...3,5435.101915466966
287,Per Capita,1864.4060054836816
287,Familiar...5,3579.5773007233374
288,Familiar...3,2983.615745991027
288,Per Capita,966.8391839792072
288,Familiar...5,2884.1917969777733
289,Familiar...3,3912.4615417079654
289,Per Capita,1255.2230628560192
289,Familiar...5,3570
290,Familiar...3,2920.315433327654
290,Per Capita,900.2375509961942
290,Familiar...5,2732.57590976586
291,Familiar...3,3476.1930656916024
291,Per Capita,1112.387062526304
291,Familiar...5,2937
292,Familiar...3,2562.8082956543567
292,Per Capita,800.2017238818067
292,Familiar...5,2000
293,Familiar...3,2816.153044484499
293,Per Capita,919.3814384373526
293,Familiar...5,2201.7328755473914
294,Familiar...3,2313.881391915273
294,Per Capita,720.466358498326
294,Familiar...5,2201.7328755473914
295,Familiar...3,2880.538701467685
295,Per Capita,909.3318582148665
295,Familiar...5,2700
296,Familiar...3,2046.2743092456553
296,Per Capita,633.910971305321
296,Familiar...5,1872.4443587563562
297,Familiar...3,4628.113125530002
297,Per Capita,1514.0471939924996
297,Familiar...5,3000
298,Familiar...3,2334.70603219021
298,Per Capita,727.5357361411515
298,Familiar...5,2085.992416234128
299,Familiar...3,2595.7957883211957
299,Per Capita,813.5337209956062
299,Familiar...5,2000
300,Familiar...3,8506.94593563218
300,Per Capita,3275.333606571569
300,Familiar...5,6142.579211762394
301,Familiar...3,9643.992429942617
301,Per Capita,3295.783473999217
301,Familiar...5,7423.192173597338
302,Familiar...3,8885.589038999047
302,Per Capita,3245.27054140137
302,Familiar...5,8046.560403221799
303,Familiar...3,4676.902799289953
303,Per Capita,1667.378328772925
303,Familiar...5,4000
304,Familiar...3,2950.2994988909204
304,Per Capita,985.8093385272244
304,Familiar...5,2884.1917969777733
305,Familiar...3,2839.2445560197243
305,Per Capita,982.0008082637323
305,Familiar...5,2588.930150365536
306,Familiar...3,2622.9815903102112
306,Per Capita,906.46136318819
306,Familiar...5,2500
307,Familiar...3,2910.642320421834
307,Per Capita,914.8439877293171
307,Familiar...5,2452.8355459468366
308,Familiar...3,2017.722724943517
308,Per Capita,662.761462251181
308,Familiar...5,1900
309,Familiar...3,2654.616614352313
309,Per Capita,870.3604960680769
309,Familiar...5,2452.8355459468366
310,Familiar...3,2185.326123686612
310,Per Capita,735.4961423278969
310,Familiar...5,2000
311,Familiar...3,2381.692177052267
311,Per Capita,797.824892842826
311,Familiar...5,2085.992416234128
312,Familiar...3,3852.150092584608
312,Per Capita,1319.1490907021398
312,Familiar...5,2950
313,Familiar...3,3609.050552036618
313,Per Capita,1201.7276352492622
313,Familiar...5,2732.57590976586
314,Familiar...3,3018.229324778533
314,Per Capita,994.7495091303973
314,Familiar...5,2452.8355459468366
315,Familiar...3,2669.1756015445485
315,Per Capita,869.0157890608089
315,Familiar...5,2452.8355459468366
316,Familiar...3,8335.371133671686
316,Per Capita,3059.338491257399
316,Familiar...5,6843.126521721684
317,Familiar...3,13415.400821429399
317,Per Capita,4137.243956342918
317,Familiar...5,10900
318,Familiar...3,5066.899573348599
318,Per Capita,1680.340644214655
318,Familiar...5,4949.292915471136
319,Familiar...3,9548.867777920814
319,Per Capita,3215.7922238661586
319,Familiar...5,6142.579211762394
320,Familiar...3,3389.920752564025
320,Per Capita,1137.4853250487279
320,Familiar...5,1976.3361890594754
321,Familiar...3,11196.844384657714
321,Per Capita,4150.118651118723
321,Familiar...5,10540.708078898337
322,Familiar...3,6189.451456642587
322,Per Capita,2344.2708245910676
322,Familiar...5,5513.74861373784
323,Familiar...3,3967.132986129734
323,Per Capita,1367.1812259741607
323,Familiar...5,3124
324,Familiar...3,2582.02063587637
324,Per Capita,834.5944957705569
324,Familiar...5,2085.992416234128
325,Familiar...3,3633.0087393517147
325,Per Capita,1225.6872337250677
325,Familiar...5,3213.1273686852314
326,Familiar...3,3329.7940804216987
326,Per Capita,1106.126608302386
326,Familiar...5,2884.1917969777733
327,Familiar...3,8825.22101597273
327,Per Capita,2947.8559679455648
327,Familiar...5,7222.81467427629
328,Familiar...3,7805.176454573788
328,Per Capita,2818.9852375560235
328,Familiar...5,6142.579211762394
329,Familiar...3,6424.4776880000545
329,Per Capita,2222.593721842128
329,Familiar...5,5000
330,Familiar...3,4125.039038025025
330,Per Capita,1319.891390299601
330,Familiar...5,3391.4064624103316
331,Familiar...3,4558.1576498422
331,Per Capita,1462.1073752968848
331,Familiar...5,3213.1273686852314
332,Familiar...3,3192.7646836234035
332,Per Capita,1013.5305849073828
332,Familiar...5,2588.930150365536
333,Familiar...3,3173.1292393709487
333,Per Capita,1063.2725019503578
333,Familiar...5,3044.220031372028
334,Familiar...3,3276.3034875730496
334,Per Capita,1082.2170054990556
334,Familiar...5,2500
335,Familiar...3,4678.4874012985065
335,Per Capita,1552.3889301787613
335,Familiar...5,3579.5773007233374
336,Familiar...3,3601.7458316218404
336,Per Capita,1180.6712153090982
336,Familiar...5,2732.57590976586
337,Familiar...3,5266.557373830448
337,Per Capita,2023.010791769742
337,Familiar...5,3987.8200213074133
338,Familiar...3,3689.603519327923
338,Per Capita,1231.5440801494408
338,Familiar...5,2600
339,Familiar...3,0
339,Per Capita,0
339,Familiar...5,0
340,Familiar...3,8944.874945522968
340,Per Capita,3544.0108377033293
340,Familiar...5,6000
341,Familiar...3,6738.921836300883
341,Per Capita,2471.5558981189247
341,Familiar...5,6710.345484676971
342,Familiar...3,5740.769806891159
342,Per Capita,2057.4296976168075
342,Familiar...5,5500
343,Familiar...3,3363.160394321414
343,Per Capita,1110.397710750814
343,Familiar...5,3318.5213863141043
344,Familiar...3,3501.0197471746706
344,Per Capita,1143.4627633939053
344,Familiar...5,3044.220031372028
345,Familiar...3,2799.501517331037
345,Per Capita,884.6333771179152
345,Familiar...5,2732.57590976586
346,Familiar...3,0
346,Per Capita,0
346,Familiar...5,0
347,Familiar...3,3030.9880362342124
347,Per Capita,1028.1942215597094
347,Familiar...5,2440
348,Familiar...3,2692.1505398459303
348,Per Capita,913.4648625068497
348,Familiar...5,2085.992416234128
349,Familiar...3,0
349,Per Capita,0
349,Familiar...5,0
350,Familiar...3,2193.501944935829
350,Per Capita,651.7638027625758
350,Familiar...5,2201.7328755473914
351,Familiar...3,2492.7992981812813
351,Per Capita,830.9722748252831
351,Familiar...5,2452.8355459468366
352,Familiar...3,0
352,Per Capita,0
352,Familiar...5,0
353,Familiar...3,0
353,Per Capita,0
353,Familiar...5,0
354,Familiar...3,0
354,Per Capita,0
354,Familiar...5,0
355,Familiar...3,2453.4560012814773
355,Per Capita,798.3023446699864
355,Familiar...5,2323.8951481988993
356,Familiar...3,2150.358683216027
356,Per Capita,678.4487579690662
356,Familiar...5,2000
357,Familiar...3,2157.677768655025
357,Per Capita,669.7810336506706
357,Familiar...5,2143.8626458907597
358,Familiar...3,3192.0473365352364
358,Per Capita,995.4791794167442
358,Familiar...5,2000
359,Familiar...3,3121.011694777612
359,Per Capita,986.6992066132482
359,Familiar...5,2201.7328755473914
360,Familiar...3,2390.3845262108393
360,Per Capita,757.920226611161
360,Familiar...5,2000
361,Familiar...3,2323.691444166704
361,Per Capita,669.54609966866
361,Familiar...5,2000
362,Familiar...3,4756.323257691506
362,Per Capita,1831.9989483913405
362,Familiar...5,4600
363,Familiar...3,4300.470638131156
363,Per Capita,1541.127088751808
363,Familiar...5,3579.5773007233374
364,Familiar...3,1899.9519829510753
364,Per Capita,590.6996047552188
364,Familiar...5,1500
365,Familiar...3,3892.432463959826
365,Per Capita,1338.2557586846979
365,Familiar...5,3391.4064624103316
366,Familiar...3,3843.043437385803
366,Per Capita,1337.4159432520494
366,Familiar...5,3579.5773007233374
367,Familiar...3,4115.309419833636
367,Per Capita,1510.9514606248258
367,Familiar...5,3213.1273686852314
368,Familiar...3,3597.954882346276
368,Per Capita,1228.3235736450595
368,Familiar...5,3500
369,Familiar...3,4398.495837489573
369,Per Capita,1476.065085727901
369,Familiar...5,3778.188723137328
370,Familiar...3,3406.5789023411007
370,Per Capita,1190.3447653379496
370,Familiar...5,3400
371,Familiar...3,3571.6257170590347
371,Per Capita,1178.888122271665
371,Familiar...5,3391.4064624103316
372,Familiar...3,3100.904953703855
372,Per Capita,1068.633970041326
372,Familiar...5,2450
373,Familiar...3,3007.943930724539
373,Per Capita,926.8665414848891
373,Familiar...5,2732.57590976586
374,Familiar...3,0
374,Per Capita,0
374,Familiar...5,0
375,Familiar...3,2930.147267458503
375,Per Capita,912.8705323729594
375,Familiar...5,2862
376,Familiar...3,2539.313314193891
376,Per Capita,905.5685687354935
376,Familiar...5,2085.992416234128
377,Familiar...3,2918.3467867195964
377,Per Capita,899.7345376281622
377,Familiar...5,2452.8355459468366
378,Familiar...3,2470.8898821258254
378,Per Capita,778.1229089897357
378,Familiar...5,2452.8355459468366
379,Familiar...3,3155.4469881420027
379,Per Capita,998.7665313551481
379,Familiar...5,2588.930150365536
380,Familiar...3,2728.8386011982293
380,Per Capita,837.2370469576807
380,Familiar...5,2588.930150365536
381,Familiar...3,0
381,Per Capita,0
381,Familiar...5,0
382,Familiar...3,2250.8591340710395
382,Per Capita,750.1500485124685
382,Familiar...5,2000
383,Familiar...3,2640.1990452741766
383,Per Capita,806.0753330589756
383,Familiar...5,2323.8951481988993
384,Familiar...3,2423.979331193689
384,Per Capita,801.1823770359299
384,Familiar...5,2201.7328755473914
385,Familiar...3,0
385,Per Capita,0
385,Familiar...5,0
386,Familiar...3,2299.668443932798
386,Per Capita,688.0108002372524
386,Familiar...5,1988.1680945297376
387,Familiar...3,2869.5370727652803
387,Per Capita,912.7539883816626
387,Familiar...5,2878.783057764261
388,Familiar...3,2513.2803255549734
388,Per Capita,775.1311607608811
388,Familiar...5,2201.7328755473914
389,Familiar...3,2781.621656476947
389,Per Capita,951.0989758593839
389,Familiar...5,2085.992416234128
390,Familiar...3,3181.205551678512
390,Per Capita,1163.857518001844
390,Familiar...5,2300
391,Familiar...3,2243.8798958575017
391,Per Capita,723.0630305142215
391,Familiar...5,1954
392,Familiar...3,0
392,Per Capita,0
392,Familiar...5,0
393,Familiar...3,2527.810252940836
393,Per Capita,800.25777123906
393,Familiar...5,2452.8355459468366
394,Familiar...3,2477.3351345880787
394,Per Capita,759.3842477500103
394,Familiar...5,2300
395,Familiar...3,2642.1383390913093
395,Per Capita,835.544066196752
395,Familiar...5,2200
396,Familiar...3,2764.903472119748
396,Per Capita,866.3224235979778
396,Familiar...5,2452.8355459468366
397,Familiar...3,2260.277194364442
397,Per Capita,719.8381088640856
397,Familiar...5,2201.7328755473914
398,Familiar...3,2224.119986734413
398,Per Capita,693.8832844326903
398,Familiar...5,2000
399,Familiar...3,2255.7248913703443
399,Per Capita,695.5816273309136
399,Familiar...5,1976.3361890594754
400,Familiar...3,2738.744065562766
400,Per Capita,830.1026900872604
400,Familiar...5,2323.8951481988993
401,Familiar...3,2618.5235241297464
401,Per Capita,842.1107486625243
401,Familiar...5,2300
402,Familiar...3,2604.5052214803723
402,Per Capita,800.9902708008271
402,Familiar...5,2085.992416234128
403,Familiar...3,2517.5666668139984
403,Per Capita,765.9724208563778
403,Familiar...5,2000
404,Familiar...3,3258.576288711209
404,Per Capita,1123.9648220810582
404,Familiar...5,3000
405,Familiar...3,4555.952182175949
405,Per Capita,1675.211550781257
405,Familiar...5,3579.5773007233374
406,Familiar...3,4446.142490028641
406,Per Capita,1499.8739277231023
406,Familiar...5,3391.4064624103316
407,Familiar...3,2671.9216147516045
407,Per Capita,839.9197641289187
407,Familiar...5,2323.8951481988993
408,Familiar...3,2122.264037885701
408,Per Capita,644.3407555886997
408,Familiar...5,1976.3361890594754
409,Familiar...3,2464.6952469043013
409,Per Capita,751.5604624686954
409,Familiar...5,2182
410,Familiar...3,1837.9914447637059
410,Per Capita,586.3098520214282
410,Familiar...5,1500
411,Familiar...3,3122.798220921633
411,Per Capita,959.7040562273073
411,Familiar...5,2884.1917969777733
412,Familiar...3,3336.1194114429804
412,Per Capita,1100.6530976864299
412,Familiar...5,3044.220031372028
413,Familiar...3,3749.6552890523903
413,Per Capita,1140.6926542589974
413,Familiar...5,2884.1917969777733
414,Familiar...3,2255.5792513390197
414,Per Capita,757.7437220805368
414,Familiar...5,2000
415,Familiar...3,2007.648161502851
415,Per Capita,634.4598369403528
415,Familiar...5,2085.992416234128
416,Familiar...3,3161.8854599263045
416,Per Capita,1011.9889523490933
416,Familiar...5,2884.1917969777733
417,Familiar...3,4366.754083751465
417,Per Capita,1614.3490839958426
417,Familiar...5,3213.1273686852314
418,Familiar...3,3420.217017427807
418,Per Capita,1211.721835899139
418,Familiar...5,2800
419,Familiar...3,3611.1542207246234
419,Per Capita,1247.3159447758528
419,Familiar...5,3213.1273686852314
420,Familiar...3,3806.3580061182784
420,Per Capita,1303.2079349621495
420,Familiar...5,2884.1917969777733
421,Familiar...3,3901.7465690770855
421,Per Capita,1337.5084712627192
421,Familiar...5,3000
422,Familiar...3,6608.518217400499
422,Per Capita,2567.957891366275
422,Familiar...5,5000
423,Familiar...3,4558.564630233709
423,Per Capita,1638.5671406529266
423,Familiar...5,3579.5773007233374
424,Familiar...3,4051.661012914098
424,Per Capita,1412.3450017786556
424,Familiar...5,3500
425,Familiar...3,2698.00628073901
425,Per Capita,879.7693070356277
425,Familiar...5,2323.8951481988993
426,Familiar...3,5278.838450262478
426,Per Capita,1940.125043187783
426,Familiar...5,5000
427,Familiar...3,3888.537107255769
427,Per Capita,1380.362589905841
427,Familiar...5,3579.5773007233374
428,Familiar...3,3160.4705747703683
428,Per Capita,1109.9499143653893
428,Familiar...5,2800
429,Familiar...3,3964.816392244882
429,Per Capita,1311.5124809384595
429,Familiar...5,3778.188723137328
430,Familiar...3,2924.550535283793
430,Per Capita,972.5365847092303
430,Familiar...5,2323.8951481988993
431,Familiar...3,3332.2750435192816
431,Per Capita,1122.8051622267872
431,Familiar...5,2800
432,Familiar...3,3965.2206930583034
432,Per Capita,1345.9944569387364
432,Familiar...5,3213.1273686852314
433,Familiar...3,2805.14067427661
433,Per Capita,874.6241399761357
433,Familiar...5,2500
434,Familiar...3,2048.1135090685902
434,Per Capita,615.0215696832371
434,Familiar...5,1970.4408235538772
435,Familiar...3,3215.892444077367
435,Per Capita,1119.6886938451564
435,Familiar...5,3044.220031372028
436,Familiar...3,2985.1085510692965
436,Per Capita,1038.4841716940246
436,Familiar...5,2732.57590976586
437,Familiar...3,2391.969413476867
437,Per Capita,763.3648388942397
437,Familiar...5,2100
438,Familiar...3,2323.986935223882
438,Per Capita,771.1840200908373
438,Familiar...5,2000
439,Familiar...3,2777.885251853394
439,Per Capita,881.1146386705118
439,Familiar...5,2730
440,Familiar...3,2968.648490172508
440,Per Capita,979.999105610162
440,Familiar...5,2400
441,Familiar...3,3001.707337292401
441,Per Capita,972.030192113548
441,Familiar...5,2452.8355459468366
442,Familiar...3,3016.1373132999943
442,Per Capita,976.158219581429
442,Familiar...5,3044.220031372028
443,Familiar...3,2692.0499871590687
443,Per Capita,885.8143266276242
443,Familiar...5,2323.8951481988993
444,Familiar...3,2487.897106359433
444,Per Capita,837.4775806255761
444,Familiar...5,2323.8951481988993
445,Familiar...3,3966.507219164164
445,Per Capita,1365.234667883504
445,Familiar...5,3778.188723137328
446,Familiar...3,3906.7024259791624
446,Per Capita,1373.5413493059048
446,Familiar...5,3579.5773007233374
447,Familiar...3,5288.786070995936
447,Per Capita,2012.6977254423077
447,Familiar...5,4689.119012599244
448,Familiar...3,5128.978999798198
448,Per Capita,1943.6969134978658
448,Familiar...5,4209.082628655712
449,Familiar...3,5092.663071791303
449,Per Capita,1933.5520091421367
449,Familiar...5,4442.6219037445335
450,Familiar...3,3294.7080741034642
450,Per Capita,1074.6341417270341
450,Familiar...5,2750
451,Familiar...3,3621.960746523695
451,Per Capita,1227.1013160828472
451,Familiar...5,3044.220031372028
452,Familiar...3,2821.1302229319645
452,Per Capita,858.5424940525161
452,Familiar...5,2588.930150365536
453,Familiar...3,3212.031166518366
453,Per Capita,1018.9967876102702
453,Familiar...5,2884.1917969777733
454,Familiar...3,3059.3636091040494
454,Per Capita,972.483452519216
454,Familiar...5,2588.930150365536
455,Familiar...3,3644.441420412914
455,Per Capita,1277.832734175046
455,Familiar...5,2884.1917969777733
456,Familiar...3,2657.064592569312
456,Per Capita,886.6750870385424
456,Familiar...5,2323.8951481988993
457,Familiar...3,3001.7695995080594
457,Per Capita,976.510244887596
457,Familiar...5,2925.060426828402
458,Familiar...3,3105.4733293225254
458,Per Capita,1032.6053553520578
458,Familiar...5,3044.220031372028
459,Familiar...3,2489.3226841147607
459,Per Capita,812.5699328945362
459,Familiar...5,2452.8355459468366
460,Familiar...3,3846.9741468681373
460,Per Capita,1345.1606710815154
460,Familiar...5,3213.1273686852314
461,Familiar...3,3303.057945365964
461,Per Capita,1088.836415297667
461,Familiar...5,3213.1273686852314
462,Familiar...3,3086.812776332819
462,Per Capita,957.5232567450819
462,Familiar...5,2884.1917969777733
463,Familiar...3,2673.146702918173
463,Per Capita,824.6941619305044
463,Familiar...5,2588.930150365536
464,Familiar...3,2762.11961321205
464,Per Capita,879.0014773971844
464,Familiar...5,2170
465,Familiar...3,2910.134198102902
465,Per Capita,937.2401080044049
465,Familiar...5,2732.57590976586
466,Familiar...3,2448.8358774409876
466,Per Capita,770.6058460673728
466,Familiar...5,2400
467,Familiar...3,3222.0745077780075
467,Per Capita,1034.8390327386787
467,Familiar...5,3213.1273686852314
468,Familiar...3,2620.963633965014
468,Per Capita,801.6007347570372
468,Familiar...5,2452.8355459468366
469,Familiar...3,2495.1484810423744
469,Per Capita,837.0941045586411
469,Familiar...5,2201.7328755473914
470,Familiar...3,2422.4538686347278
470,Per Capita,743.4678962936724
470,Familiar...5,2500
471,Familiar...3,3035.535498135465
471,Per Capita,1040.734283279382
471,Familiar...5,2588.930150365536
472,Familiar...3,2537.148430466744
472,Per Capita,807.6612532347665
472,Familiar...5,2588.930150365536
473,Familiar...3,2794.7828957607276
473,Per Capita,869.6597437997112
473,Familiar...5,2452.8355459468366
474,Familiar...3,2007.2862456851576
474,Per Capita,655.0412428217245
474,Familiar...5,2323.8951481988993
475,Familiar...3,2570.924224938952
475,Per Capita,854.2890095210395
475,Familiar...5,2323.8951481988993
476,Familiar...3,3247.9027811775168
476,Per Capita,1061.6647247887313
476,Familiar...5,2465
477,Familiar...3,7150.346214859169
477,Per Capita,2405.8700300875794
477,Familiar...5,3579.5773007233374
478,Familiar...3,0
478,Per Capita,0
478,Familiar...5,0
479,Familiar...3,0
479,Per Capita,0
479,Familiar...5,0
480,Familiar...3,2924.937200481932
480,Per Capita,933.6147617568737
480,Familiar...5,2732.57590976586
481,Familiar...3,2785.2163120695486
481,Per Capita,887.2799392873628
481,Familiar...5,2700
482,Familiar...3,2771.314958173208
482,Per Capita,889.6097197026259
482,Familiar...5,2500
483,Familiar...3,17018.79139473448
483,Per Capita,5568.666490277158
483,Familiar...5,9882.971472499139
484,Familiar...3,2621.423345714436
484,Per Capita,851.8381912116344
484,Familiar...5,2500
485,Familiar...3,3051.3126670915062
485,Per Capita,1064.4221572807478
485,Familiar...5,2732.57590976586
486,Familiar...3,2516.6026737892757
486,Per Capita,794.65006961638
486,Familiar...5,2500
487,Familiar...3,4273.747654448417
487,Per Capita,1397.6465818382133
487,Familiar...5,3044.220031372028
488,Familiar...3,4124.8596626363
488,Per Capita,1245.9255753066363
488,Familiar...5,2323.8951481988993
489,Familiar...3,4800.422234536663
489,Per Capita,1857.67178208772
489,Familiar...5,4060
490,Familiar...3,4269.735081402091
490,Per Capita,1628.2952860503558
490,Familiar...5,3900
491,Familiar...3,5014.1550142338765
491,Per Capita,1712.1507456519166
491,Familiar...5,4000
492,Familiar...3,3757.5605054005964
492,Per Capita,1330.2542860803078
492,Familiar...5,3200
493,Familiar...3,2904.208702973629
493,Per Capita,856.4472871255645
493,Familiar...5,2700
494,Familiar...3,3653.6364857014605
494,Per Capita,1199.005793371125
494,Familiar...5,2732.57590976586
495,Familiar...3,3171.6688428906386
495,Per Capita,1009.653133879396
495,Familiar...5,2880
496,Familiar...3,3648.7073982050056
496,Per Capita,1213.2653808869873
496,Familiar...5,3579.5773007233374
497,Familiar...3,3736.7691153873525
497,Per Capita,1254.3084730618511
497,Familiar...5,3000
498,Familiar...3,3866.757344776563
498,Per Capita,1371.3657475347084
498,Familiar...5,3044.220031372028
499,Familiar...3,3077.5604269977584
499,Per Capita,1010.7809763573609
499,Familiar...5,2588.930150365536
500,Familiar...3,2632.9348004195085
500,Per Capita,886.2344426620045
500,Familiar...5,2588.930150365536
501,Familiar...3,3004.7197008460716
501,Per Capita,1003.7597409022236
501,Familiar...5,2437
502,Familiar...3,2721.2739355812323
502,Per Capita,865.2860827452319
502,Familiar...5,2689
503,Familiar...3,3268.0987755231163
503,Per Capita,1113.3566902656826
503,Familiar...5,2600
504,Familiar...3,2816.282247942724
504,Per Capita,953.542923423106
504,Familiar...5,2588.930150365536
505,Familiar...3,11613.309433328013
505,Per Capita,3800.7856378930783
505,Familiar...5,8964.25247532526
506,Familiar...3,5798.987336339151
506,Per Capita,1920.2685004115278
506,Familiar...5,5223.90246383501
507,Familiar...3,6828.629621214123
507,Per Capita,2205.3724431096753
507,Familiar...5,4949.292915471136
508,Familiar...3,2721.5773702043007
508,Per Capita,857.0481065930857
508,Familiar...5,2155
509,Familiar...3,1799.0801124975878
509,Per Capita,555.5743443903564
509,Familiar...5,1976.3361890594754
510,Familiar...3,0
510,Per Capita,0
510,Familiar...5,0
511,Familiar...3,2509.585316301638
511,Per Capita,752.6117395757707
511,Familiar...5,2452.8355459468366
512,Familiar...3,2901.3518776489805
512,Per Capita,904.6030949413761
512,Familiar...5,2732.57590976586
513,Familiar...3,7842.370865668731
513,Per Capita,2623.5971318816955
513,Familiar...5,4000
514,Familiar...3,2709.3738230741383
514,Per Capita,865.8519487918613
514,Familiar...5,2323.8951481988993
515,Familiar...3,2540.332857574674
515,Per Capita,800.6334024204451
515,Familiar...5,2380
516,Familiar...3,6011.560866299535
516,Per Capita,1912.2547607560155
516,Familiar...5,4209.082628655712
517,Familiar...3,2460.9445322246816
517,Per Capita,763.0054720876814
517,Familiar...5,2000
