COD_ZONA,TIPO_VIAGEM,QTD
345,Modo Motorizado,20803.561450193312
345,Modo Não Motorizado,17870.158914896376
346,Coletivo,0
346,Individual,124.9083550802389
346,Modo Motorizado,124.9083550802389
346,Modo Não Motorizado,0
347,Coletivo,40084.70204383968
347,Individual,27066.659160893614
347,Modo Motorizado,67151.36120473329
347,Modo Não Motorizado,51081.1904424377
348,Coletivo,3629.826880334495
348,Individual,2665.6041939671295
348,Modo Motorizado,6295.431074301625
348,Modo Não Motorizado,2854.12446484443
349,Coletivo,0
349,Individual,292.31016966941223
349,Modo Motorizado,292.31016966941223
349,Modo Não Motorizado,0
350,Coletivo,26851.19687498032
350,Individual,12816.213805046258
350,Modo Motorizado,39667.41068002658
350,Modo Não Motorizado,25293.536497749203
351,Coletivo,46165.84941313244
351,Individual,26725.656745848642
351,Modo Motorizado,72891.50615898108
351,Modo Não Motorizado,44225.50285332821
352,Coletivo,1882.3814793779616
352,Individual,4525.529444268323
352,Modo Motorizado,6407.910923646285
352,Modo Não Motorizado,425.01686568909037
353,Coletivo,378.79517236044063
353,Individual,0
353,Modo Motorizado,378.79517236044063
353,Modo Não Motorizado,0
354,Coletivo,0
354,Individual,492.59609863247334
354,Modo Motorizado,492.59609863247334
354,Modo Não Motorizado,0
355,Coletivo,25573.661143681566
355,Individual,19897.02583357426
355,Modo Motorizado,45470.68697725583
355,Modo Não Motorizado,42332.86990538857
356,Coletivo,44687.467027704355
356,Individual,15409.74167926166
356,Modo Motorizado,60097.20870696602
356,Modo Não Motorizado,71536.04162203858
357,Coletivo,1421.128167358393
357,Individual,627.5930785935276
357,Modo Motorizado,2048.7212459519205
357,Modo Não Motorizado,2745.521398606784
358,Coletivo,13183.660599170173
358,Individual,21623.020734011545
358,Modo Motorizado,34806.68133318172
358,Modo Não Motorizado,20478.200399062636
359,Coletivo,5546.002800090822
359,Individual,11295.626662078055
359,Modo Motorizado,16841.62946216888
359,Modo Não Motorizado,7714.595422286236
360,Coletivo,8861.303644631531
360,Individual,6422.461144770099
360,Modo Motorizado,15283.76478940163
360,Modo Não Motorizado,11921.410865278654
361,Coletivo,5974.783144019542
361,Individual,3979.186323925822
361,Modo Motorizado,9953.969467945364
361,Modo Não Motorizado,6387.459550518836
362,Coletivo,55900.647173029414
362,Individual,47516.71089106708
362,Modo Motorizado,103417.3580640965
362,Modo Não Motorizado,18186.069623478754
363,Coletivo,36951.001128553806
363,Individual,55751.08736152845
363,Modo Motorizado,92702.08849008226
363,Modo Não Motorizado,34761.41036457677
364,Coletivo,16864.240524662862
364,Individual,14413.623311424077
364,Modo Motorizado,31277.863836086937
364,Modo Não Motorizado,11246.546682817978
365,Coletivo,13020.484950849699
365,Individual,8661.448806758319
365,Modo Motorizado,21681.933757608018
365,Modo Não Motorizado,4106.084990816039
366,Coletivo,32999.141191859504
366,Individual,44022.078660502186
366,Modo Motorizado,77021.21985236168
366,Modo Não Motorizado,20888.24036648255
367,Coletivo,13459.967810200422
367,Individual,20116.12390725947
367,Modo Motorizado,33576.09171745989
367,Modo Não Motorizado,16734.099205824277
368,Coletivo,21445.482255640978
368,Individual,32939.51880789422
368,Modo Motorizado,54385.0010635352
368,Modo Não Motorizado,38488.57919812909
369,Coletivo,33468.02090871165
369,Individual,46479.406976124126
369,Modo Motorizado,79947.42788483578
369,Modo Não Motorizado,34905.55860946755
370,Coletivo,52364.63282893525
370,Individual,69883.32568699865
370,Modo Motorizado,122247.9585159339
370,Modo Não Motorizado,38502.150455343544
371,Coletivo,26597.407884489614
371,Individual,44745.26795335938
371,Modo Motorizado,71342.67583784899
371,Modo Não Motorizado,34352.802436260616
372,Coletivo,38815.678536642044
372,Individual,32263.657623365732
372,Modo Motorizado,71079.33616000778
372,Modo Não Motorizado,31290.368157677935
373,Coletivo,38349.91432534884
373,Individual,62506.33127474521
373,Modo Motorizado,100856.24560009404
373,Modo Não Motorizado,43985.46803641998
374,Coletivo,20304.70516173064
374,Individual,20183.492158415775
374,Modo Motorizado,40488.19732014641
374,Modo Não Motorizado,427.53641298268496
375,Coletivo,40768.85698942099
375,Individual,34752.31624886301
375,Modo Motorizado,75521.173238284
375,Modo Não Motorizado,52457.745671062374
376,Coletivo,21331.058562841587
376,Individual,25362.15428606875
376,Modo Motorizado,46693.212848910334
376,Modo Não Motorizado,45756.64621118641
377,Coletivo,88929.6777220481
377,Individual,100621.68204015837
377,Modo Motorizado,189551.35976220647
377,Modo Não Motorizado,175189.30707263458
378,Coletivo,47244.23078418999
378,Individual,35542.85345683075
378,Modo Motorizado,82787.08424102074
378,Modo Não Motorizado,50629.59103985211
379,Coletivo,21970.30984727541
379,Individual,28463.96636795413
379,Modo Motorizado,50434.27621522954
379,Modo Não Motorizado,40707.22318846233
380,Coletivo,54969.79182454334
380,Individual,18279.988257419052
380,Modo Motorizado,73249.7800819624
380,Modo Não Motorizado,63940.73962800577
381,Coletivo,0
381,Individual,0
381,Modo Motorizado,0
381,Modo Não Motorizado,0
382,Coletivo,60078.97298016331
382,Individual,47051.74572940951
382,Modo Motorizado,107130.71870957281
382,Modo Não Motorizado,70910.76013395745
383,Coletivo,36558.184185274375
383,Individual,17113.563638430653
383,Modo Motorizado,53671.74782370502
383,Modo Não Motorizado,56246.85143224293
384,Coletivo,14928.260812243752
384,Individual,10445.032861449046
384,Modo Motorizado,25373.2936736928
384,Modo Não Motorizado,24536.848962659846
385,Coletivo,0
385,Individual,512.22928146433
385,Modo Motorizado,512.22928146433
385,Modo Não Motorizado,331.61414276298257
386,Coletivo,2703.3075237265166
386,Individual,2838.706636297795
386,Modo Motorizado,5542.014160024311
386,Modo Não Motorizado,4487.453366300571
387,Coletivo,40900.15644238517
387,Individual,34414.84997174129
387,Modo Motorizado,75315.00641412646
387,Modo Não Motorizado,56215.27195980694
388,Coletivo,2829.8832955085772
388,Individual,3566.5987244495004
388,Modo Motorizado,6396.482019958077
388,Modo Não Motorizado,3575.942245705483
389,Coletivo,15824.774824560574
389,Individual,23808.401037185515
389,Modo Motorizado,39633.17586174609
389,Modo Não Motorizado,36716.75605645937
390,Coletivo,4940.219584269167
390,Individual,6986.278337457257
390,Modo Motorizado,11926.497921726424
390,Modo Não Motorizado,4457.168067176747
391,Coletivo,42926.793916568226
391,Individual,29328.89508841722
391,Modo Motorizado,72255.68900498544
391,Modo Não Motorizado,36880.56166131281
392,Coletivo,977.5650447747068
392,Individual,0
392,Modo Motorizado,977.5650447747068
392,Modo Não Motorizado,0
393,Coletivo,40284.52469491506
393,Individual,40362.91189737671
393,Modo Motorizado,80647.43659229178
393,Modo Não Motorizado,64357.63192336973
394,Coletivo,9357.386551170004
394,Individual,7468.438433220578
394,Modo Motorizado,16825.824984390583
394,Modo Não Motorizado,17437.182645419918
395,Coletivo,47625.82721168232
395,Individual,34480.336587377926
395,Modo Motorizado,82106.16379906025
395,Modo Não Motorizado,65623.92269628405
396,Coletivo,44625.543444466595
396,Individual,59359.03115419572
396,Modo Motorizado,103984.57459866232
396,Modo Não Motorizado,87448.05818761601
397,Coletivo,42966.65936699632
397,Individual,23093.275490748358
397,Modo Motorizado,66059.93485774468
397,Modo Não Motorizado,51312.24561247269
398,Coletivo,28711.15170030307
398,Individual,48550.639564144454
398,Modo Motorizado,77261.79126444753
398,Modo Não Motorizado,74015.98901711691
399,Coletivo,30028.58931633822
399,Individual,11870.10587236208
399,Modo Motorizado,41898.6951887003
399,Modo Não Motorizado,36486.10048846381
400,Coletivo,49633.71741946055
400,Individual,32873.425530214925
400,Modo Motorizado,82507.14294967547
400,Modo Não Motorizado,81898.15001124184
401,Coletivo,82223.25336750042
401,Individual,80432.35687626619
401,Modo Motorizado,162655.61024376663
401,Modo Não Motorizado,141395.6053048148
402,Coletivo,9809.792976542294
402,Individual,6468.88128289039
402,Modo Motorizado,16278.674259432684
402,Modo Não Motorizado,13217.319294380075
403,Coletivo,8732.556751824337
403,Individual,3630.5173295853565
403,Modo Motorizado,12363.074081409693
403,Modo Não Motorizado,10787.220856348302
404,Coletivo,47417.00407861232
404,Individual,110067.87836744131
404,Modo Motorizado,157484.88244605364
404,Modo Não Motorizado,88598.31737671333
405,Coletivo,29167.74430155407
405,Individual,28893.476547852835
405,Modo Motorizado,58061.220849406905
405,Modo Não Motorizado,20551.078586987605
406,Coletivo,37311.95860835055
406,Individual,37190.080265991804
406,Modo Motorizado,74502.03887434235
406,Modo Não Motorizado,18023.034936341435
407,Coletivo,48159.9020836393
407,Individual,63958.01138842558
407,Modo Motorizado,112117.91347206489
407,Modo Não Motorizado,82036.74606596223
408,Coletivo,21293.55510367506
408,Individual,12731.914545187432
408,Modo Motorizado,34025.46964886249
408,Modo Não Motorizado,30915.55740277831
409,Coletivo,7923.739503645515
409,Individual,6457.673779315777
409,Modo Motorizado,14381.413282961292
409,Modo Não Motorizado,10320.36189796487
410,Coletivo,5444.119762393797
410,Individual,7284.493150462099
410,Modo Motorizado,12728.612912855897
410,Modo Não Motorizado,3899.150219183712
411,Coletivo,6939.122449692654
411,Individual,10788.840778632019
411,Modo Motorizado,17727.963228324672
411,Modo Não Motorizado,6758.974631652601
412,Coletivo,15689.732052201934
412,Individual,19866.98342823735
412,Modo Motorizado,35556.715480439285
412,Modo Não Motorizado,19341.132255013148
413,Coletivo,12980.290839643287
413,Individual,8463.56642008574
413,Modo Motorizado,21443.857259729026
413,Modo Não Motorizado,15024.873710872063
414,Coletivo,8740.207192160666
414,Individual,16303.14799578405
414,Modo Motorizado,25043.355187944715
414,Modo Não Motorizado,30181.68770027897
415,Coletivo,5798.738999969451
415,Individual,6564.689419816544
415,Modo Motorizado,12363.428419785994
415,Modo Não Motorizado,19329.205565332235
416,Coletivo,6202.739287368837
416,Individual,14878.338447773987
416,Modo Motorizado,21081.077735142826
416,Modo Não Motorizado,25692.7517152594
417,Coletivo,17803.809905465918
417,Individual,48671.993779321536
417,Modo Motorizado,66475.80368478745
417,Modo Não Motorizado,44611.70725580089
418,Coletivo,17820.693852220884
418,Individual,44362.879087342946
418,Modo Motorizado,62183.572939563834
418,Modo Não Motorizado,29954.837299460753
419,Coletivo,19624.729904025728
419,Individual,40440.55367980466
419,Modo Motorizado,60065.28358383039
419,Modo Não Motorizado,34971.993446692366
420,Coletivo,4905.714011033009
420,Individual,9913.449494106473
420,Modo Motorizado,14819.163505139482
420,Modo Não Motorizado,4363.061885338384
421,Coletivo,28112.940652982234
421,Individual,29049.312260487746
421,Modo Motorizado,57162.25291346998
421,Modo Não Motorizado,22160.172176463628
422,Coletivo,126279.17693921238
422,Individual,157268.41783582311
422,Modo Motorizado,283547.5947750355
422,Modo Não Motorizado,52038.73465428329
423,Coletivo,11507.027819042525
423,Individual,30810.03634569722
423,Modo Motorizado,42317.06416473974
423,Modo Não Motorizado,6664.540292178849
424,Coletivo,17950.286695831655
424,Individual,18743.447638879043
424,Modo Motorizado,36693.734334710694
424,Modo Não Motorizado,11270.967573939528
425,Coletivo,6168.500913290154
425,Individual,15138.37530744042
425,Modo Motorizado,21306.876220730574
425,Modo Não Motorizado,15922.110831906293
426,Coletivo,17117.53747454687
426,Individual,21845.06719157126
426,Modo Motorizado,38962.60466611813
426,Modo Não Motorizado,11393.854268149325
427,Coletivo,16885.943012940334
427,Individual,30488.470363752185
427,Modo Motorizado,47374.41337669252
427,Modo Não Motorizado,24963.338465954494
428,Coletivo,21254.161898462327
428,Individual,42503.62009590367
428,Modo Motorizado,63757.781994366
428,Modo Não Motorizado,27236.559240801147
429,Coletivo,20961.12995576107
429,Individual,44427.62589729377
429,Modo Motorizado,65388.75585305484
429,Modo Não Motorizado,35334.09715183002
430,Coletivo,22407.039158976047
430,Individual,25603.833661282126
430,Modo Motorizado,48010.87282025817
430,Modo Não Motorizado,19797.909774342086
431,Coletivo,49672.54124979241
431,Individual,78496.58448421334
431,Modo Motorizado,128169.12573400575
431,Modo Não Motorizado,54495.922012347335
432,Coletivo,42909.658951913036
432,Individual,100753.3907921866
432,Modo Motorizado,143663.04974409964
432,Modo Não Motorizado,38362.61284597749
433,Coletivo,49409.10662640387
433,Individual,46981.42596143158
433,Modo Motorizado,96390.53258783545
433,Modo Não Motorizado,43702.81134798603
434,Coletivo,1997.2706882475318
434,Individual,3628.0163573862237
434,Modo Motorizado,5625.287045633755
434,Modo Não Motorizado,745.9772748041792
435,Coletivo,34439.63324343301
435,Individual,26644.764137076276
435,Modo Motorizado,61084.39738050928
435,Modo Não Motorizado,15017.829671144707
436,Coletivo,86392.57999052253
436,Individual,87049.87860113739
436,Modo Motorizado,173442.4585916599
436,Modo Não Motorizado,89274.27845186855
437,Coletivo,71742.87602073919
437,Individual,50744.707934980244
437,Modo Motorizado,122487.58395571943
437,Modo Não Motorizado,108525.75225696505
438,Coletivo,42195.28780910786
438,Individual,29871.22059597178
438,Modo Motorizado,72066.50840507964
438,Modo Não Motorizado,51182.09816996101
439,Coletivo,8950.360880795037
439,Individual,9446.563629252925
439,Modo Motorizado,18396.92451004796
439,Modo Não Motorizado,8170.253823309209
440,Coletivo,66120.19082204551
440,Individual,65977.59318944083
440,Modo Motorizado,132097.78401148634
440,Modo Não Motorizado,44320.12557453932
441,Coletivo,12171.235778486023
441,Individual,7470.948200558495
441,Modo Motorizado,19642.18397904452
441,Modo Não Motorizado,6880.785574505033
442,Coletivo,7638.409307696019
442,Individual,6245.021884092411
442,Modo Motorizado,13883.43119178843
442,Modo Não Motorizado,4348.4784034980075
443,Coletivo,6482.67249471763
443,Individual,2724.8045884408693
443,Modo Motorizado,9207.4770831585
443,Modo Não Motorizado,5230.406468323952
444,Coletivo,15478.892259640295
444,Individual,7336.472326301126
444,Modo Motorizado,22815.36458594142
444,Modo Não Motorizado,24475.377841776186
445,Coletivo,52444.761291213465
445,Individual,81856.22705901074
445,Modo Motorizado,134300.98835022422
445,Modo Não Motorizado,43684.9487367743
446,Coletivo,29049.764859581042
446,Individual,48689.416830789334
446,Modo Motorizado,77739.18169037037
446,Modo Não Motorizado,39825.24568647598
447,Coletivo,26096.3907342225
447,Individual,53219.46720155455
447,Modo Motorizado,79315.85793577705
447,Modo Não Motorizado,25211.09364292096
448,Coletivo,40228.77612812996
448,Individual,58505.34785644247
448,Modo Motorizado,98734.12398457243
448,Modo Não Motorizado,40035.940789099666
449,Coletivo,90896.49811088442
449,Individual,117727.95401190738
449,Modo Motorizado,208624.4521227918
449,Modo Não Motorizado,44051.274027472
450,Coletivo,70388.639067724
450,Individual,73688.54534947142
450,Modo Motorizado,144077.1844171954
450,Modo Não Motorizado,106187.09633155212
451,Coletivo,52816.162944746815
451,Individual,60906.63350671463
451,Modo Motorizado,113722.79645146144
451,Modo Não Motorizado,52093.193560190106
452,Coletivo,15681.774081587937
452,Individual,17279.642080755235
452,Modo Motorizado,32961.41616234317
452,Modo Não Motorizado,28091.81992837272
453,Coletivo,13427.588982243742
453,Individual,10388.847805136891
453,Modo Motorizado,23816.436787380633
453,Modo Não Motorizado,10628.844718293847
454,Coletivo,66449.37113654483
454,Individual,56961.22913616732
454,Modo Motorizado,123410.60027271215
454,Modo Não Motorizado,102520.52909352786
455,Coletivo,49445.21224878756
455,Individual,58753.17547582155
455,Modo Motorizado,108198.38772460911
455,Modo Não Motorizado,70503.83873598733
456,Coletivo,46424.34568280431
456,Individual,49222.98374319562
456,Modo Motorizado,95647.32942599992
456,Modo Não Motorizado,71002.0652662539
457,Coletivo,31211.984775811816
457,Individual,56341.261997027716
457,Modo Motorizado,87553.24677283953
457,Modo Não Motorizado,96187.05361149089
458,Coletivo,27736.919324182338
458,Individual,26426.721795606165
458,Modo Motorizado,54163.6411197885
458,Modo Não Motorizado,37944.67067147262
459,Coletivo,30266.762765961317
459,Individual,14105.26297365461
459,Modo Motorizado,44372.02573961593
459,Modo Não Motorizado,39511.07521029241
460,Coletivo,43883.11337534331
460,Individual,43651.69462991594
460,Modo Motorizado,87534.80800525926
460,Modo Não Motorizado,36788.322583042
461,Coletivo,19369.087656943204
461,Individual,29874.008820723822
461,Modo Motorizado,49243.09647766703
461,Modo Não Motorizado,29075.183355154775
462,Coletivo,45062.93846232749
462,Individual,36491.225864224565
462,Modo Motorizado,81554.16432655205
462,Modo Não Motorizado,65530.88863554996
463,Coletivo,27808.15832409048
463,Individual,20922.75403170935
463,Modo Motorizado,48730.91235579983
463,Modo Não Motorizado,68287.76782599946
464,Coletivo,29614.431303310124
464,Individual,33784.88551712574
464,Modo Motorizado,63399.316820435866
464,Modo Não Motorizado,53362.22471757208
465,Coletivo,48777.83533652716
465,Individual,64231.51646299377
465,Modo Motorizado,113009.35179952093
465,Modo Não Motorizado,73850.89578018217
466,Coletivo,42738.99275531882
466,Individual,46523.85933271546
466,Modo Motorizado,89262.85208803427
466,Modo Não Motorizado,48457.94159743506
467,Coletivo,12686.971196274882
467,Individual,10895.029924970937
467,Modo Motorizado,23582.00112124582
467,Modo Não Motorizado,9396.819347774952
468,Coletivo,85827.33137692684
468,Individual,89679.90994814459
468,Modo Motorizado,175507.24132507143
468,Modo Não Motorizado,84484.98613759746
469,Coletivo,2531.586725133485
469,Individual,2113.018508371786
469,Modo Motorizado,4644.605233505271
469,Modo Não Motorizado,2013.4644966484943
470,Coletivo,4895.430852790564
470,Individual,6620.657218752305
470,Modo Motorizado,11516.088071542868
470,Modo Não Motorizado,3711.2122062961985
471,Coletivo,5617.974854828355
471,Individual,5563.923400854266
471,Modo Motorizado,11181.898255682621
471,Modo Não Motorizado,8961.154098423325
472,Coletivo,23576.74111874354
472,Individual,27685.43139928929
472,Modo Motorizado,51262.17251803283
472,Modo Não Motorizado,20474.78064293705
473,Coletivo,11806.46594799139
473,Individual,9323.949107546076
473,Modo Motorizado,21130.415055537465
473,Modo Não Motorizado,4386.179636798486
474,Coletivo,6002.72367080922
474,Individual,1766.9365574238168
474,Modo Motorizado,7769.660228233037
474,Modo Não Motorizado,996.6856035098085
475,Coletivo,15113.731322124577
475,Individual,13189.62760365405
475,Modo Motorizado,28303.358925778626
475,Modo Não Motorizado,15556.169536747115
476,Coletivo,62643.295115348556
476,Individual,72907.4062132524
476,Modo Motorizado,135550.70132860096
476,Modo Não Motorizado,39268.38138367297
477,Coletivo,32673.14323186857
477,Individual,50172.63190480453
477,Modo Motorizado,82845.7751366731
477,Modo Não Motorizado,36676.19162384505
478,Coletivo,47304.51749992866
478,Individual,66228.09906794925
478,Modo Motorizado,113532.6165678779
478,Modo Não Motorizado,13985.10728447576
479,Coletivo,6424.562312681909
479,Individual,6049.948621994845
479,Modo Motorizado,12474.510934676753
479,Modo Não Motorizado,3225.75624782482
480,Coletivo,20506.26045578092
480,Individual,21174.595567561242
480,Modo Motorizado,41680.85602334216
480,Modo Não Motorizado,20345.527185066607
481,Coletivo,25994.848546765028
481,Individual,40454.08655111908
481,Modo Motorizado,66448.93509788411
481,Modo Não Motorizado,40670.85373006872
482,Coletivo,10314.995849840467
482,Individual,16232.766772716226
482,Modo Motorizado,26547.762622556693
482,Modo Não Motorizado,16068.419380618365
483,Coletivo,4291.708612946538
483,Individual,6776.489611510352
483,Modo Motorizado,11068.19822445689
483,Modo Não Motorizado,936.8819447465041
484,Coletivo,63265.03990064482
484,Individual,33255.588787806424
484,Modo Motorizado,96520.62868845125
484,Modo Não Motorizado,52731.15837805267
485,Coletivo,73021.2861704347
485,Individual,45928.3649113527
485,Modo Motorizado,118949.6510817874
485,Modo Não Motorizado,75629.06865241604
486,Coletivo,25984.05397637373
486,Individual,42026.192409237905
486,Modo Motorizado,68010.24638561164
486,Modo Não Motorizado,47823.48880287312
487,Coletivo,16050.336817736796
487,Individual,14887.773898690815
487,Modo Motorizado,30938.11071642761
487,Modo Não Motorizado,11413.127649071525
488,Coletivo,14096.199171999291
488,Individual,18037.522052415607
488,Modo Motorizado,32133.721224414898
488,Modo Não Motorizado,35446.13134398489
489,Coletivo,45265.09868949877
489,Individual,36075.582482844795
489,Modo Motorizado,81340.68117234357
489,Modo Não Motorizado,8768.172684499834
490,Coletivo,31068.593291929035
490,Individual,33874.35485370859
490,Modo Motorizado,64942.94814563762
490,Modo Não Motorizado,8851.523952573558
491,Coletivo,30047.060424489668
491,Individual,27319.509503927016
491,Modo Motorizado,57366.569928416684
491,Modo Não Motorizado,15941.513346750215
492,Coletivo,41161.48211793302
492,Individual,68161.99335049686
492,Modo Motorizado,109323.47546842988
492,Modo Não Motorizado,50003.48441000023
493,Coletivo,13287.367342351463
493,Individual,9414.667376398467
493,Modo Motorizado,22702.03471874993
493,Modo Não Motorizado,13049.178949892126
494,Coletivo,26551.712975888815
494,Individual,22661.18364090816
494,Modo Motorizado,49212.89661679698
494,Modo Não Motorizado,37075.42731924859
495,Coletivo,49529.11478634841
495,Individual,47234.3518894006
495,Modo Motorizado,96763.466675749
495,Modo Não Motorizado,51992.780036115495
496,Coletivo,26426.016610114217
496,Individual,53692.4495328214
496,Modo Motorizado,80118.46614293562
496,Modo Não Motorizado,30026.51798257558
497,Coletivo,5554.870373287933
497,Individual,7977.796368711104
497,Modo Motorizado,13532.666741999037
497,Modo Não Motorizado,8396.14371885555
498,Coletivo,14774.014282397164
498,Individual,19730.678033088534
498,Modo Motorizado,34504.6923154857
498,Modo Não Motorizado,12683.531178626841
499,Coletivo,51836.946026353806
499,Individual,39981.383346055314
499,Modo Motorizado,91818.32937240912
499,Modo Não Motorizado,68021.50408965712
500,Coletivo,22403.157829472148
500,Individual,22074.0530994534
500,Modo Motorizado,44477.210928925546
500,Modo Não Motorizado,33572.69189734977
501,Coletivo,25485.68643658093
501,Individual,26626.200390171536
501,Modo Motorizado,52111.88682675247
501,Modo Não Motorizado,43698.79859970014
502,Coletivo,20155.550443582953
502,Individual,13734.008329970246
502,Modo Motorizado,33889.5587735532
502,Modo Não Motorizado,12155.562922601663
503,Coletivo,8797.33236028661
503,Individual,12734.915864402716
503,Modo Motorizado,21532.248224689327
503,Modo Não Motorizado,5512.998781239134
504,Coletivo,31406.222051892844
504,Individual,49047.20665758442
504,Modo Motorizado,80453.42870947727
504,Modo Não Motorizado,68912.65610184002
505,Coletivo,2423.425469041979
505,Individual,6014.468737019217
505,Modo Motorizado,8437.894206061195
505,Modo Não Motorizado,1594.7704914505948
506,Coletivo,29031.84986353243
506,Individual,38718.76920394388
506,Modo Motorizado,67750.6190674763
506,Modo Não Motorizado,13641.330057711211
507,Coletivo,17974.604212988495
507,Individual,29465.792908497584
507,Modo Motorizado,47440.39712148608
507,Modo Não Motorizado,8317.634062291825
508,Coletivo,67860.22849917864
508,Individual,102706.29008881026
508,Modo Motorizado,170566.51858798892
508,Modo Não Motorizado,74080.31760416998
509,Coletivo,2546.378643383029
509,Individual,2883.9967541046176
509,Modo Motorizado,5430.375397487647
509,Modo Não Motorizado,1461.1138261911237
510,Coletivo,0
510,Individual,0
510,Modo Motorizado,0
510,Modo Não Motorizado,0
511,Coletivo,12080.707491533693
511,Individual,17980.96638197561
511,Modo Motorizado,30061.673873509302
511,Modo Não Motorizado,27696.137172568084
512,Coletivo,21750.872028861584
512,Individual,35744.56385811388
512,Modo Motorizado,57495.435886975465
512,Modo Não Motorizado,38647.12246784214
513,Coletivo,976.4027498201372
513,Individual,1595.909369346609
513,Modo Motorizado,2572.312119166746
513,Modo Não Motorizado,395.7886180974502
514,Coletivo,52357.026944213125
514,Individual,44217.60510582414
514,Modo Motorizado,96574.63205003727
514,Modo Não Motorizado,60314.11081346508
515,Coletivo,54071.22741154438
515,Individual,46896.563997205674
515,Modo Motorizado,100967.79140875005
515,Modo Não Motorizado,53982.52608892252
516,Coletivo,64903.23531314176
516,Individual,95400.49713044016
516,Modo Motorizado,160303.73244358192
516,Modo Não Motorizado,53303.02000877906
517,Coletivo,6246.481342756613
517,Individual,2950.4942519154993
517,Modo Motorizado,9196.975594672112
517,Modo Não Motorizado,13722.931262386595
